Z,N,Energy,NShells,b0,bz,bp,lambda_n,lambda_p,Lambda_n,Lambda_p,delta_n,delta_p,pwi,pairingE_n,pairingE_p,LNlambda_n,LNlambda_p,LNEnergy_n,LNEnergy_p,LNdelta_n,LNdelta_p,Geff_n,Geff_p,rms_r_n,rms_r_p,rms_r_t,charge_r_p,charge_r_t,beta2_n,beta2_p,beta2_t,dipole_n,dipole_p,quadpole_n,quadpole_p,octpole_n,octpole_p,hexdpole_n,hexdpole_p,q5_n,q5_p,q6_n,q6_p,q7_n,q7_p,q8_n,q8_p,KineticE_n,KineticE_p,VolumeE,rho_tau,rho_rho,surfaceE,rhoDELrho,NABLArho^2,SpinOrbitE,rhoNABLAJ,NABLArhoJ,CoulombE,CoulombDir,CoulombEx,TensorE,HartreeE,ExtraE,ExternalFE,Entropy_n,Entropy_p
70,140,-1539.5915,20.0,2.23834,2.38408,2.16885,-1.76887,-15.4153,-1.76887,-15.4153,0.59514,0.53614,60.0,-6.29191,-3.60598,0.15714,0.19712,-1.06125,-0.87346,0.75228,0.73326,-0.05629,-0.07971,5.85037,5.48324,5.7306,5.53495,7.13271,0.21889,0.24677,0.2274,0.0,0.0,13.23232,6.55215,0.0,0.0,1.17795,0.4537,0.0,0.0,0.20665,0.09818,0.0,0.0,0.00465,0.01629,2874.0064,1070.9067,-6161.6072,243.6952,-6405.3025,193.0364,193.0364,0.0,-68.2086,-68.2086,0.0,578.367,604.0274,-25.6604,-14.2595,0.0,0.0,0.0,0.0,0.0
70,142,-1543.0597,20.0,2.24188,2.38785,2.17228,-1.63811,-15.79727,-1.63811,-15.79727,0.5917,0.53234,60.0,-6.24981,-3.55551,0.16221,0.20176,-1.0901,-0.8815,0.7539,0.7341,-0.05602,-0.0797,5.88582,5.50655,5.76335,5.55775,7.15528,0.235,0.26342,0.24357,0.0,0.0,14.58424,7.05374,0.0,0.0,1.17238,0.46118,0.0,0.0,0.14311,0.08965,0.0,0.0,-0.02099,0.0109,2913.1805,1065.1923,-6198.3795,243.5705,-6441.95,193.8893,193.8893,0.0,-67.8818,-67.8818,0.0,576.3659,601.9598,-25.5939,-13.6495,0.0,0.0,0.0,0.0,0.0
70,144,-1546.2909,20.0,2.24539,2.39159,2.17568,-1.46877,-16.20136,-1.46877,-16.20136,0.58488,0.52494,60.0,-6.14387,-3.46576,0.17919,0.20289,-1.14372,-0.88013,0.76407,0.72784,-0.05568,-0.07951,5.91923,5.52793,5.79414,5.57863,7.17771,0.24745,0.27626,0.25602,0.0,0.0,15.7501,7.45502,0.0,0.0,1.1159,0.449,0.0,0.0,0.06102,0.0729,0.0,0.0,-0.04584,0.00377,2953.1302,1059.7004,-6235.5197,243.4434,-6478.9631,194.7396,194.7396,0.0,-67.8854,-67.8854,0.0,574.4948,600.0244,-25.5296,-13.3174,0.0,0.0,0.0,0.0,0.0
70,146,-1549.0969,20.0,2.24888,2.3953,2.17906,-1.249,-16.61398,-1.249,-16.61398,0.58198,0.51703,60.0,-6.13403,-3.37708,0.19185,0.20303,-1.18249,-0.87648,0.77383,0.72006,-0.05522,-0.07916,5.94984,5.54694,5.82233,5.59718,7.2,0.25561,0.28458,0.26413,0.0,0.0,16.66651,7.73252,0.0,0.0,1.00698,0.41374,0.0,0.0,-0.0266,0.04906,0.0,0.0,-0.0629,-0.00392,2993.908,1054.5177,-6272.9489,243.3363,-6516.2852,195.5942,195.5942,0.0,-68.159,-68.159,0.0,572.7585,598.2254,-25.4669,-13.1974,0.0,0.0,0.0,0.0,0.0
70,148,-1551.3017,20.0,2.25233,2.39898,2.18241,-1.02134,-17.02111,-1.02134,-17.02111,0.58181,0.50936,60.0,-6.20536,-3.29613,0.18108,0.20412,-1.15478,-0.87417,0.76289,0.71348,-0.05455,-0.07871,5.97841,5.56363,5.84844,5.61342,7.22215,0.25947,0.28871,0.26796,0.0,0.0,17.31499,7.89201,0.0,0.0,0.84291,0.35813,0.0,0.0,-0.108,0.02196,0.0,0.0,-0.06526,-0.01027,3034.6045,1049.5946,-6309.8396,243.2328,-6553.0724,196.3011,196.3011,0.0,-68.4875,-68.4875,0.0,571.1588,596.5642,-25.4054,-13.1031,0.0,0.0,0.0,0.0,0.0
70,150,-1553.023,20.0,2.25576,2.40264,2.18573,-0.83847,-17.41597,-0.83847,-17.41597,0.59014,0.49966,60.0,-6.47461,-3.19321,0.15874,0.20765,-1.11102,-0.87323,0.74888,0.70732,-0.05379,-0.07819,6.00602,5.57823,5.87329,5.6276,7.24417,0.25951,0.28963,0.26816,0.0,0.0,17.71469,7.95883,0.0,0.0,0.62582,0.28864,0.0,0.0,-0.17567,-0.00421,0.0,0.0,-0.05082,-0.01382,3074.8236,1044.8359,-6345.6592,243.1142,-6588.7734,196.715,196.715,0.0,-68.8137,-68.8137,0.0,569.7038,595.0493,-25.3456,-12.9762,0.0,0.0,0.0,0.0,0.0
70,152,-1554.5137,20.0,2.25917,2.40626,2.18903,-0.70671,-17.80084,-0.70671,-17.80084,0.59557,0.48714,60.0,-6.67588,-3.05966,0.14949,0.21206,-1.10678,-0.86906,0.74506,0.69921,-0.05313,-0.07756,6.03319,5.59168,5.89754,5.64063,7.26606,0.25727,0.28907,0.26628,0.0,0.0,17.95684,7.98178,0.0,0.0,0.37696,0.21491,0.0,0.0,-0.22615,-0.02654,0.0,0.0,-0.02372,-0.01448,3114.4039,1040.1539,-6380.6188,242.9533,-6623.5721,196.9113,196.9113,0.0,-69.1304,-69.1304,0.0,568.3474,593.6346,-25.2872,-12.8697,0.0,0.0,0.0,0.0,0.0
70,154,-1555.8936,20.0,2.26255,2.40986,2.1923,-0.57147,-18.17855,-0.57147,-18.17855,0.59357,0.47512,60.0,-6.70024,-2.93504,0.16016,0.21522,-1.15316,-0.86184,0.75373,0.69034,-0.05258,-0.07691,6.06058,5.60547,5.92212,5.65402,7.28781,0.25481,0.28873,0.26431,0.0,0.0,18.18366,8.01162,0.0,0.0,0.13074,0.14522,0.0,0.0,-0.25925,-0.04468,0.0,0.0,0.01007,-0.01322,3153.0833,1035.4758,-6414.8941,242.7451,-6657.6391,197.0992,197.0992,0.0,-69.2432,-69.2432,0.0,566.9856,592.2145,-25.2289,-12.7499,0.0,0.0,0.0,0.0,0.0
70,156,-1556.9789,20.0,2.2659,2.41344,2.19555,-0.39172,-18.5516,-0.39172,-18.5516,0.58895,0.46531,60.0,-6.67113,-2.83862,0.17418,0.21786,-1.19762,-0.85596,0.76312,0.68317,-0.05199,-0.07627,6.08792,5.61998,5.94692,5.6681,7.30944,0.25261,0.28869,0.26259,0.0,0.0,18.42567,8.05208,0.0,0.0,-0.08181,0.08379,0.0,0.0,-0.2709,-0.05883,0.0,0.0,0.04392,-0.01091,3191.2422,1030.7859,-6448.6789,242.5179,-6691.1968,197.4118,197.4118,0.0,-69.1758,-69.1758,0.0,565.5759,590.7459,-25.17,-12.5766,0.0,0.0,0.0,0.0,0.0
70,158,-1557.5535,20.0,2.26923,2.34194,2.23373,-0.19325,-18.91737,-0.19325,-18.91737,0.58306,0.45892,60.0,-6.63033,-2.78361,0.17124,0.22122,-1.18354,-0.85584,0.7543,0.68014,-0.05127,-0.07566,6.11517,5.63427,5.97164,5.68199,7.33094,0.24884,0.28775,0.25948,0.0,0.0,18.54832,8.06682,0.0,0.0,-0.27263,0.03008,0.0,0.0,-0.23595,-0.06788,0.0,0.0,0.06749,-0.00782,3228.5849,1026.0877,-6481.3127,242.2873,-6723.5999,197.7239,197.7239,0.0,-69.0034,-69.0034,0.0,564.1632,589.274,-25.1108,-12.3437,0.0,0.0,0.0,0.0,0.0
70,160,-1557.644,20.0,2.27254,2.34536,2.23698,-0.00516,-19.26854,-0.00516,-19.26854,0.58383,0.45242,60.0,-6.75559,-2.72544,0.15508,0.22377,-1.14084,-0.85313,0.73891,0.67619,-0.05045,-0.0751,6.14288,5.64763,5.99649,5.69494,7.35231,0.24501,0.28619,0.25612,0.0,0.0,18.66164,8.06109,0.0,0.0,-0.41997,-0.01461,0.0,0.0,-0.19076,-0.0734,0.0,0.0,0.08218,-0.0046,3265.7555,1021.5596,-6513.2458,242.0764,-6755.3222,197.9698,197.9698,0.0,-68.8792,-68.8792,0.0,562.8203,587.8746,-25.0543,-12.1493,0.0,0.0,0.0,0.0,0.0
72,80,-1198.2071,20.0,2.12095,1.9913,2.18891,-12.87826,0.2344,-12.87826,0.2344,0.40015,0.8743,60.0,-1.94864,-7.75115,0.36735,0.15115,-0.91876,-1.16065,0.7675,1.02544,-0.08217,-0.09862,5.01759,5.04716,5.03162,5.1134,6.40416,-0.10157,-0.11512,-0.10803,0.0,0.0,-2.58068,-2.66377,0.0,0.0,-0.06801,-0.0595,0.0,0.0,0.00378,0.00553,0.0,0.0,0.00065,0.00061,1532.9745,1283.383,-4769.2587,221.8147,-4991.0735,163.8788,163.8788,0.0,-53.1266,-53.1266,0.0,663.3385,691.8568,-28.5183,-7.6174,0.0,0.0,0.0,0.0,0.0
72,82,-1224.1522,20.0,2.12558,2.12558,2.12558,-11.54254,-0.42115,-11.54254,-0.42115,0.5096,1.06754,60.0,-2.97301,-11.54678,0.88504,0.10349,-1.69524,-1.16418,1.39463,1.17103,-0.08735,-0.0987,5.02877,5.04464,5.0362,5.11059,6.43213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1576.7854,1281.7961,-4831.5125,224.3233,-5055.8357,163.4561,163.4561,0.0,-52.7582,-52.7582,0.0,662.5175,690.9651,-28.4476,-7.0573,0.0,0.0,0.0,0.0,0.0
72,84,-1243.4633,20.0,2.13015,2.06402,2.16401,-9.55581,-0.98345,-9.55581,-0.98345,0.49276,0.98064,60.0,-2.95844,-9.88893,0.25977,0.119,-0.82078,-1.15239,0.75252,1.09964,-0.08207,-0.09725,5.05783,5.06045,5.05904,5.12589,6.45986,-0.05642,-0.06845,-0.06197,0.0,0.0,-1.52954,-1.59209,0.0,0.0,0.02078,0.01184,0.0,0.0,-0.0003,0.00015,0.0,0.0,-0.0001,-8e-05,1624.2864,1274.0956,-4890.9084,226.3619,-5117.2704,163.6546,163.6546,0.0,-52.795,-52.795,0.0,660.7414,689.1259,-28.3845,-7.7173,0.0,0.0,0.0,0.0,0.0
72,86,-1262.9906,20.0,2.13468,2.27367,2.0684,-9.766,-1.52865,-9.766,-1.52865,0.51806,0.81824,60.0,-3.44833,-6.96968,0.20058,0.16669,-0.80991,-1.14709,0.71864,0.98494,-0.07783,-0.09606,5.10482,5.09475,5.10024,5.15944,6.48734,0.13515,0.14879,0.14135,0.0,0.0,3.82097,3.50799,0.0,0.0,0.22515,0.15953,0.0,0.0,0.03174,0.02241,0.0,0.0,0.00332,0.00256,1665.0039,1265.6711,-4947.716,227.9651,-5175.6811,166.0747,166.0747,0.0,-50.5141,-50.5141,0.0,657.4979,685.8102,-28.3123,-6.633,0.0,0.0,0.0,0.0,0.0
72,88,-1282.5025,20.0,2.13916,2.2077,2.10569,-9.55872,-2.03065,-9.55872,-2.03065,0.55993,0.76094,60.0,-4.01991,-6.10576,0.20691,0.18791,-0.89868,-1.13742,0.76685,0.94884,-0.07799,-0.09483,5.14523,5.12198,5.13478,5.18602,6.5146,0.1727,0.18518,0.17829,0.0,0.0,5.07562,4.41283,0.0,0.0,0.26697,0.18732,0.0,0.0,0.02603,0.01983,0.0,0.0,-0.00108,0.0006,1708.3622,1258.5758,-5004.4144,229.7133,-5234.1277,167.848,167.848,0.0,-49.2984,-49.2984,0.0,654.7648,683.0024,-28.2376,-6.1787,0.0,0.0,0.0,0.0,0.0
72,90,-1301.2748,20.0,2.14359,2.28316,2.07704,-9.30483,-2.4826,-9.30483,-2.4826,0.61486,0.70744,60.0,-4.90572,-5.34488,0.1711,0.20087,-0.9087,-1.0977,0.78596,0.90831,-0.07706,-0.09364,5.18344,5.14623,5.16694,5.20966,6.54163,0.20328,0.21356,0.20781,0.0,0.0,6.20125,5.1373,0.0,0.0,0.32062,0.21241,0.0,0.0,0.03117,0.02331,0.0,0.0,-0.0002,0.00118,1757.4036,1252.6132,-5063.9621,231.7822,-5295.7443,170.1564,170.1564,0.0,-51.0871,-51.0871,0.0,652.389,680.5641,-28.1751,-6.5309,0.0,0.0,0.0,0.0,0.0
72,92,-1319.7949,20.0,2.14798,2.28784,2.08129,-9.1597,-2.87583,-9.1597,-2.87583,0.62155,0.68987,60.0,-5.03545,-5.10628,0.17334,0.20741,-0.95549,-1.08624,0.79489,0.89728,-0.07672,-0.0932,5.22357,5.17173,5.20087,5.23454,6.56844,0.23658,0.2429,0.23932,0.0,0.0,7.4921,5.90127,0.0,0.0,0.43733,0.27317,0.0,0.0,0.05884,0.04069,0.0,0.0,0.00653,0.00517,1809.2843,1247.6327,-5124.8313,233.9512,-5358.7824,173.0698,173.0698,0.0,-54.9796,-54.9796,0.0,650.0417,678.1596,-28.1178,-7.8291,0.0,0.0,0.0,0.0,0.0
72,94,-1337.9889,20.0,2.15233,2.29246,2.0855,-8.92572,-3.33807,-8.92572,-3.33807,0.60101,0.697,60.0,-4.70662,-5.20285,0.19331,0.20378,-1.00042,-1.08474,0.79431,0.90078,-0.07674,-0.09337,5.26349,5.19948,5.23582,5.26166,6.59504,0.26504,0.27134,0.26773,0.0,0.0,8.7075,6.66302,0.0,0.0,0.49993,0.30863,0.0,0.0,0.06701,0.04797,0.0,0.0,0.00692,0.0061,1857.6065,1242.3695,-5183.198,235.7626,-5418.9606,175.6339,175.6339,0.0,-57.288,-57.288,0.0,647.5199,675.5748,-28.0549,-8.6382,0.0,0.0,0.0,0.0,0.0
72,96,-1355.5929,20.0,2.15663,2.29704,2.08967,-8.61748,-3.8639,-8.61748,-3.8639,0.5849,0.69185,60.0,-4.48525,-5.13504,0.20427,0.20301,-1.01852,-1.07926,0.78917,0.89486,-0.07627,-0.09321,5.30226,5.22771,5.27044,5.28925,6.62142,0.287,0.29665,0.29107,0.0,0.0,9.77218,7.36391,0.0,0.0,0.49722,0.30995,0.0,0.0,0.05112,0.04133,0.0,0.0,0.00234,0.00409,1903.2507,1236.5139,-5239.3044,237.2727,-5476.5772,177.8023,177.8023,0.0,-58.3056,-58.3056,0.0,644.962,672.9497,-27.9877,-8.7935,0.0,0.0,0.0,0.0,0.0
72,98,-1372.5736,20.0,2.16088,2.30158,2.0938,-8.28557,-4.38823,-8.28557,-4.38823,0.57139,0.67086,60.0,-4.32355,-4.85559,0.21145,0.21059,-1.0292,-1.07102,0.78284,0.88144,-0.07551,-0.09269,5.33732,5.25239,5.30152,5.31334,6.64759,0.30045,0.31347,0.30586,0.0,0.0,10.58149,7.85504,0.0,0.0,0.43199,0.27019,0.0,0.0,0.01636,0.02155,0.0,0.0,-0.00278,0.00089,1947.4977,1230.5689,-5294.0558,238.5925,-5532.6482,179.6105,179.6105,0.0,-58.8532,-58.8532,0.0,642.6098,670.5292,-27.9194,-8.6721,0.0,0.0,0.0,0.0,0.0
72,100,-1388.9512,20.0,2.1651,2.30607,2.09788,-7.90581,-4.89054,-7.90581,-4.89054,0.54741,0.64411,60.0,-4.01424,-4.50971,0.23629,0.2215,-1.06156,-1.05611,0.7837,0.86561,-0.07465,-0.092,5.36968,5.27372,5.32972,5.33412,6.67356,0.30883,0.32425,0.31515,0.0,0.0,11.23384,8.19132,0.0,0.0,0.34194,0.21663,0.0,0.0,-0.02424,-0.00213,0.0,0.0,-0.0064,-0.00199,1992.3902,1224.852,-5348.5174,239.8447,-5588.3621,181.2968,181.2968,0.0,-59.9701,-59.9701,0.0,640.4824,668.3359,-27.8535,-8.8435,0.0,0.0,0.0,0.0,0.0
72,102,-1404.4775,20.0,2.16928,2.31052,2.10193,-7.45126,-5.38614,-7.45126,-5.38614,0.53145,0.61601,60.0,-3.84274,-4.16323,0.26022,0.23382,-1.08295,-1.03431,0.79166,0.84982,-0.0735,-0.09115,5.39569,5.2874,5.35114,5.34735,6.69932,0.30699,0.32208,0.31309,0.0,0.0,11.50092,8.17888,0.0,0.0,0.23056,0.14486,0.0,0.0,-0.05938,-0.02465,0.0,0.0,-0.00789,-0.00378,2038.9128,1219.3851,-5403.3185,241.1035,-5644.422,182.9308,182.9308,0.0,-61.6422,-61.6422,0.0,638.7294,666.5198,-27.7904,-9.3515,0.0,0.0,0.0,0.0,0.0
72,104,-1418.9776,20.0,2.17341,2.3891,2.07299,-7.00116,-5.89494,-7.00116,-5.89494,0.52278,0.58232,60.0,-3.79991,-3.76287,0.25247,0.25301,-1.04839,-1.01216,0.77525,0.83533,-0.07192,-0.09012,5.41487,5.29425,5.36585,5.35382,6.72489,0.29416,0.30769,0.29955,0.0,0.0,11.3163,7.83374,0.0,0.0,0.09307,0.05473,0.0,0.0,-0.08183,-0.04178,0.0,0.0,-0.00484,-0.00294,2086.3186,1214.0915,-5458.5045,242.3495,-5700.8539,184.7524,184.7524,0.0,-63.336,-63.336,0.0,637.2659,664.9955,-27.7296,-9.9423,0.0,0.0,0.0,0.0,0.0
72,106,-1432.5531,20.0,2.17751,2.31929,2.1099,-6.61056,-6.47458,-6.61056,-6.47458,0.52131,0.54702,60.0,-3.86203,-3.37435,0.22119,0.28218,-0.98775,-1.00902,0.7425,0.82921,-0.07037,-0.08868,5.43411,5.30154,5.38088,5.36073,6.75027,0.27721,0.29043,0.28241,0.0,0.0,10.94686,7.41474,0.0,0.0,-0.0534,-0.03309,0.0,0.0,-0.09161,-0.05228,0.0,0.0,-0.0002,-0.00086,2132.012,1208.3496,-5511.6877,243.4443,-5755.132,186.6518,186.6518,0.0,-64.165,-64.165,0.0,635.6782,663.3409,-27.6627,-10.1588,0.0,0.0,0.0,0.0,0.0
72,108,-1445.4679,20.0,2.18157,2.32361,2.11384,-6.29379,-7.08599,-6.29379,-7.08599,0.51771,0.51294,60.0,-3.86128,-3.01643,0.20895,0.30314,-0.9696,-0.99489,0.72667,0.81608,-0.06941,-0.08723,5.45618,5.31213,5.39902,5.3709,6.77546,0.26238,0.27753,0.26825,0.0,0.0,10.64241,7.1137,0.0,0.0,-0.18843,-0.10347,0.0,0.0,-0.08846,-0.0548,0.0,0.0,0.00688,0.0026,2174.8568,1202.2295,-5562.1619,244.2991,-5806.461,188.3159,188.3159,0.0,-63.799,-63.799,0.0,633.9168,661.5087,-27.592,-9.9837,0.0,0.0,0.0,0.0,0.0
72,110,-1457.8777,20.0,2.18559,2.32789,2.11773,-5.93021,-7.68052,-5.93021,-7.68052,0.4941,0.48957,60.0,-3.55996,-2.79014,0.24224,0.30845,-1.01881,-0.97101,0.73634,0.79802,-0.06858,-0.0859,5.47983,5.32369,5.4186,5.38204,6.80046,0.25039,0.26793,0.25708,0.0,0.0,10.43391,6.89733,0.0,0.0,-0.31313,-0.16103,0.0,0.0,-0.07676,-0.05333,0.0,0.0,0.01413,0.00613,2216.8747,1196.3438,-5610.7364,245.0115,-5855.7479,189.3472,189.3472,0.0,-63.5476,-63.5476,0.0,632.2113,659.7337,-27.5223,-10.0308,0.0,0.0,0.0,0.0,0.0
72,112,-1469.3571,20.0,2.18957,2.33214,2.12159,-5.46966,-8.29818,-5.46966,-8.29818,0.49108,0.48116,60.0,-3.56937,-2.72847,0.26968,0.29972,-1.05705,-0.9514,0.76076,0.78088,-0.06757,-0.08485,5.50095,5.33299,5.43584,5.39094,6.82528,0.23669,0.25687,0.24429,0.0,0.0,10.12024,6.63584,0.0,0.0,-0.40952,-0.20195,0.0,0.0,-0.05776,-0.04748,0.0,0.0,0.01897,0.00874,2260.8824,1190.8088,-5659.1276,245.7651,-5904.8927,190.032,190.032,0.0,-64.1492,-64.1492,0.0,630.7325,658.1882,-27.4557,-10.2298,0.0,0.0,0.0,0.0,0.0
72,114,-1479.7961,20.0,2.19352,2.33634,2.12542,-5.12864,-8.98274,-5.12864,-8.98274,0.49395,0.49964,60.0,-3.68552,-2.95693,0.25693,0.2756,-1.0552,-0.95242,0.75088,0.77524,-0.0662,-0.08443,5.51562,5.33692,5.44714,5.39453,6.84992,0.21486,0.23908,0.22386,0.0,0.0,9.40055,6.18544,0.0,0.0,-0.44738,-0.21651,0.0,0.0,-0.03639,-0.0376,0.0,0.0,0.01892,0.00924,2307.5807,1185.4903,-5708.3416,246.5927,-5954.9343,190.3647,190.3647,0.0,-65.359,-65.359,0.0,629.6341,657.0256,-27.3915,-10.5152,0.0,0.0,0.0,0.0,0.0
72,116,-1489.6395,20.0,2.19744,2.34051,2.12921,-4.88866,-9.68558,-4.88866,-9.68558,0.5147,0.54511,60.0,-4.10186,-3.50075,0.24941,0.24649,-1.05789,-0.98716,0.76411,0.79159,-0.06458,-0.08488,5.52601,5.33616,5.45408,5.39347,6.87439,0.18468,0.21114,0.19438,0.0,0.0,8.25288,5.46089,0.0,0.0,-0.4228,-0.2,0.0,0.0,-0.01788,-0.02591,0.0,0.0,0.01461,0.0075,2352.8016,1179.5283,-5756.1344,247.2661,-6003.4005,190.0949,190.0949,0.0,-64.5247,-64.5247,0.0,628.7586,656.0797,-27.3211,-10.5161,0.0,0.0,0.0,0.0,0.0
72,118,-1499.7467,20.0,2.20132,2.13297,2.2363,-5.17889,-10.03619,-5.17889,-10.03619,0.55445,0.59777,60.0,-4.70228,-4.28096,0.22446,0.16779,-1.11318,-0.878,0.77892,0.76556,-0.06538,-0.08347,5.53985,5.33474,5.46303,5.39177,6.89868,-0.163,-0.18213,-0.16991,0.0,0.0,-7.44695,-4.7082,0.0,0.0,-0.10261,-0.03229,0.0,0.0,0.05964,0.02814,0.0,0.0,0.0012,-0.00209,2398.9642,1172.7666,-5803.7853,247.7857,-6051.571,189.0685,189.0685,0.0,-63.842,-63.842,0.0,628.1727,655.4172,-27.2445,-10.117,0.0,0.0,0.0,0.0,0.0
72,120,-1509.8577,20.0,2.20516,2.1367,2.24021,-4.88126,-10.60867,-4.88126,-10.60867,0.50127,0.6394,60.0,-3.92882,-4.90103,0.26333,0.1495,-1.10022,-0.89412,0.7646,0.78891,-0.06396,-0.08342,5.55596,5.33842,5.4754,5.39511,6.9228,-0.14123,-0.16019,-0.14799,0.0,0.0,-6.59994,-4.14676,0.0,0.0,-0.13936,-0.05389,0.0,0.0,0.04518,0.02273,0.0,0.0,0.0035,-0.00071,2442.9161,1167.7024,-5851.7952,248.3171,-6100.1123,189.7598,189.7598,0.0,-64.3751,-64.3751,0.0,627.0222,654.2003,-27.1782,-10.2638,0.0,0.0,0.0,0.0,0.0
72,122,-1519.4853,20.0,2.20897,2.14039,2.24408,-4.77544,-11.16352,-4.77544,-11.16352,0.45629,0.70405,60.0,-3.31868,-5.92492,0.28524,0.13217,-1.07567,-0.93307,0.74153,0.83622,-0.06274,-0.08366,5.57131,5.33937,5.48637,5.39575,6.94675,-0.10506,-0.12506,-0.11209,0.0,0.0,-5.01907,-3.23854,0.0,0.0,-0.19038,-0.08113,0.0,0.0,0.01484,0.01223,0.0,0.0,0.00387,0.00076,2482.2903,1162.7458,-5895.889,248.637,-6144.526,189.3993,189.3993,0.0,-62.9061,-62.9061,0.0,625.9946,653.101,-27.1064,-9.8678,0.0,0.0,0.0,0.0,0.0
72,124,-1528.9134,20.0,2.21275,2.14405,2.24792,-4.78043,-11.64416,-4.78043,-11.64416,0.43914,0.82155,60.0,-3.08064,-8.07057,0.35472,0.10308,-1.16766,-0.95894,0.79385,0.92463,-0.0626,-0.08363,5.58675,5.34012,5.49744,5.39619,6.97054,-0.05317,-0.06903,-0.05866,0.0,0.0,-2.5959,-1.78794,0.0,0.0,-0.11433,-0.04948,0.0,0.0,-0.00105,0.00197,0.0,0.0,0.0009,0.00028,2520.3166,1159.9613,-5938.5946,249.0855,-6187.6801,188.6216,188.6216,0.0,-61.6938,-61.6938,0.0,625.0337,652.0696,-27.0359,-9.2804,0.0,0.0,0.0,0.0,0.0
72,126,-1538.5449,20.0,2.2165,2.36082,2.14768,-3.63598,-12.05303,-3.63598,-12.05303,0.48445,0.88982,60.0,-3.68366,-9.52513,0.67954,0.08674,-1.70902,-0.95207,1.164,0.97656,-0.06371,-0.08313,5.60869,5.34738,5.5151,5.40308,6.99417,0.00096,0.00151,0.00115,0.0,0.0,0.04798,0.03924,0.0,0.0,-0.00246,-0.00135,0.0,0.0,0.00019,0.00013,0.0,0.0,0.00111,0.00015,2559.5908,1155.7752,-5979.6281,249.342,-6228.9701,187.6514,187.6514,0.0,-60.9391,-60.9391,0.0,623.8601,650.8273,-26.9672,-8.9854,0.0,0.0,0.0,0.0,0.0
72,128,-1542.84,20.0,2.22022,2.15128,2.2555,-2.1232,-12.43631,-2.1232,-12.43631,0.44887,0.87147,60.0,-3.34365,-9.21187,0.22137,0.08714,-0.84264,-0.93864,0.67024,0.9586,-0.06026,-0.08244,5.63665,5.35907,5.53833,5.41436,7.01764,-0.01292,-0.01776,-0.01455,0.0,0.0,-0.6627,-0.46324,0.0,0.0,0.00369,0.00022,0.0,0.0,0.00089,0.00053,0.0,0.0,0.00042,1e-05,2601.1653,1149.2528,-6017.8325,249.4293,-6267.2618,186.2819,186.2819,0.0,-60.7501,-60.7501,0.0,622.5349,649.4338,-26.8989,-9.1554,0.0,0.0,0.0,0.0,0.0
72,130,-1547.2332,20.0,2.2239,2.3687,2.15485,-2.14298,-12.79874,-2.14298,-12.79874,0.50654,0.78316,60.0,-4.37223,-7.50671,0.19919,0.10794,-0.93806,-0.94445,0.70573,0.89109,-0.05869,-0.0817,5.66801,5.3761,5.56572,5.43091,7.04096,0.06221,0.07824,0.06754,0.0,0.0,3.27775,2.05401,0.0,0.0,0.17568,0.06924,0.0,0.0,0.01515,0.00529,0.0,0.0,0.00126,0.00074,2646.9769,1142.0519,-6056.8834,249.5406,-6306.424,185.5998,185.5998,0.0,-61.4359,-61.4359,0.0,621.0106,647.8501,-26.8395,-10.7917,0.0,0.0,0.0,0.0,0.0
72,132,-1551.4968,20.0,2.22756,2.1584,2.26296,-2.16228,-13.10417,-2.16228,-13.10417,0.53535,0.6941,60.0,-4.88954,-6.01607,0.18214,0.12134,-0.96789,-0.88663,0.71749,0.81544,-0.05862,-0.08008,5.69474,5.39398,5.59044,5.44832,7.06412,-0.08567,-0.11016,-0.09372,0.0,0.0,-4.62656,-2.91119,0.0,0.0,0.16757,0.06065,0.0,0.0,-0.0191,-0.00466,0.0,0.0,0.00322,0.00071,2705.7532,1135.8219,-6106.2385,250.2041,-6356.4426,188.1378,188.1378,0.0,-66.2309,-66.2309,0.0,619.2712,646.0598,-26.7886,-15.2515,0.0,0.0,0.0,0.0,0.0
72,134,-1555.7587,20.0,2.23118,2.37645,2.16191,-2.19993,-13.49469,-2.19993,-13.49469,0.59818,0.61447,60.0,-6.34533,-4.76289,0.14092,0.14903,-0.94204,-0.8764,0.7391,0.7635,-0.05639,-0.07927,5.72967,5.41917,5.6231,5.47297,7.08713,0.12638,0.14944,0.13387,0.0,0.0,7.01368,3.98649,0.0,0.0,0.51635,0.20541,0.0,0.0,0.09076,0.03366,0.0,0.0,0.01595,0.00622,2753.1864,1130.3956,-6149.0535,250.5493,-6399.6028,189.8146,189.8146,0.0,-68.6234,-68.6234,0.0,617.1268,643.8581,-26.7313,-15.6785,0.0,0.0,0.0,0.0,0.0
