Z,N,Energy,NShells,b0,bz,bp,lambda_n,lambda_p,Lambda_n,Lambda_p,delta_n,delta_p,pwi,pairingE_n,pairingE_p,LNlambda_n,LNlambda_p,LNEnergy_n,LNEnergy_p,LNdelta_n,LNdelta_p,Geff_n,Geff_p,rms_r_n,rms_r_p,rms_r_t,charge_r_p,charge_r_t,beta2_n,beta2_p,beta2_t,dipole_n,dipole_p,quadpole_n,quadpole_p,octpole_n,octpole_p,hexdpole_n,hexdpole_p,q5_n,q5_p,q6_n,q6_p,q7_n,q7_p,q8_n,q8_p,KineticE_n,KineticE_p,VolumeE,rho_tau,rho_rho,surfaceE,rhoDELrho,NABLArho^2,SpinOrbitE,rhoNABLAJ,NABLArhoJ,CoulombE,CoulombDir,CoulombEx,TensorE,HartreeE,ExtraE,ExternalFE,Entropy_n,Entropy_p
2,2,-18.9076,20.0,1.15673,1.1938,1.13864,-7.64773,-7.08219,-7.64773,-7.08219,1.98778,2.5031,60.0,-2.14846,-3.05175,3.24634,3.2324,-3.56679,-4.12026,5.23412,5.7355,-1.83911,-2.05309,2.04909,2.04282,2.04596,2.20432,1.90488,0.00099,0.00105,0.00102,0.0,0.0,0.00011,0.00011,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,25.4835,26.4955,-67.4005,3.7535,-71.154,9.2326,9.2326,0.0,-0.5929,-0.5929,0.0,0.7598,1.326,-0.5662,0.0018,0.0,0.0,0.0,0.0,0.0
2,4,-22.926,20.0,1.23761,1.23761,1.23761,-1.31947,-16.28223,-1.31947,-16.28223,1.53459,2.58609,60.0,-2.42001,-3.21613,0.84415,3.40205,-1.95463,-4.06258,2.37874,5.98813,-0.97313,-2.07947,2.60657,1.97317,2.41398,2.11263,2.18054,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,51.9962,28.5773,-102.9325,5.7201,-108.6526,12.8076,12.8076,0.0,-2.4122,-2.4122,0.0,0.7861,1.3746,-0.5885,-0.0951,0.0,0.0,0.0,0.0,0.0
2,6,-24.4189,20.0,1.29839,1.29839,1.29839,0.20161,-22.37066,0.20161,-22.37066,1.31784,2.32298,60.0,-2.4908,-2.76278,0.97065,3.33742,-2.28336,-3.71206,2.28849,5.66039,-0.69725,-1.95318,2.94227,1.99776,2.73687,2.10825,2.4,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,73.4086,27.6097,-126.386,6.6113,-132.9973,14.578,14.578,0.0,-2.9499,-2.9499,0.0,0.7759,1.3579,-0.582,-0.2062,0.0,0.0,0.0,0.0,0.0
4,2,-20.8493,20.0,1.23761,1.31818,1.19918,-16.55666,0.10242,-16.55666,0.10242,1.97316,1.89004,60.0,-2.09757,-3.35433,3.42802,0.96621,-3.42733,-2.38935,5.40118,2.85625,-1.85612,-1.06497,1.98513,2.63827,2.44006,2.77568,2.18054,0.00216,0.0218,0.01747,0.0,0.0,0.00021,0.00766,0.0,0.0,-0.0,0.00011,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,27.1434,51.3557,-101.5831,5.5392,-107.1223,12.4967,12.4967,0.0,-2.0933,-2.0933,0.0,3.1723,4.3383,-1.166,-0.0724,0.0,0.0,0.0,0.0,0.0
4,4,-42.6175,20.0,1.29839,1.29839,1.29839,-9.40394,-7.72776,-9.40394,-7.72776,1.87277,2.29737,60.0,-3.0216,-4.08431,0.99644,1.15488,-2.21252,-2.70129,2.86921,3.45225,-1.16073,-1.29224,2.3008,2.30559,2.3032,2.44983,2.4,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,63.9098,63.9897,-175.3158,9.9088,-185.2247,20.0332,20.0332,0.0,-6.2901,-6.2901,0.0,3.5293,4.8352,-1.3059,-0.4539,0.0,0.0,0.0,0.0,0.0
4,6,-58.3756,20.0,1.34759,1.26521,1.39077,-5.43227,-14.73629,-5.43227,-14.73629,1.4828,2.23676,60.0,-2.50097,-3.96647,1.39658,1.11375,-2.5424,-2.55674,2.87938,3.35051,-0.87914,-1.26135,2.52401,2.26131,2.42235,2.39611,2.58532,-0.00255,-0.00085,-0.00195,0.0,0.0,-0.00123,-0.00022,0.0,0.0,-1e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.8396,65.9472,-225.7975,12.0891,-237.8866,24.4131,24.4131,0.0,-7.8804,-7.8804,0.0,3.5589,4.8816,-1.3227,-0.8898,0.0,0.0,0.0,0.0,0.0
4,8,-64.9536,20.0,1.38916,1.38916,1.38916,-1.40349,-19.57489,-1.40349,-19.57489,1.1401,2.12758,60.0,-2.08748,-3.81242,1.43882,1.04252,-2.37824,-2.396,2.57892,3.1701,-0.62267,-1.18733,2.82334,2.29907,2.66009,2.41982,2.74731,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,114.3006,63.8584,-255.5692,12.9219,-268.4911,25.3769,25.3769,0.0,-5.2385,-5.2385,0.0,3.487,4.7859,-1.2989,-0.4947,0.0,0.0,0.0,0.0,0.0
6,4,-53.7051,20.0,1.34759,1.26521,1.39077,-16.25364,-2.87732,-16.25364,-2.87732,1.8306,1.88065,60.0,-2.97404,-3.67474,0.95466,1.4093,-2.09926,-3.0785,2.78526,3.28995,-1.12678,-0.96248,2.26722,2.56109,2.44778,2.69884,2.58532,-0.00134,-0.00362,-0.00284,0.0,0.0,-0.00035,-0.0018,0.0,0.0,-0.0,-1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.2857,92.2479,-222.6937,11.9598,-234.6535,23.625,23.625,0.0,-7.3559,-7.3559,0.0,7.779,9.798,-2.019,-0.7666,0.0,0.0,0.0,0.0,0.0
6,6,-83.1216,20.0,1.38916,1.57595,1.30424,-11.43076,-8.7654,-11.43076,-8.7654,-1.4536,-1.86964,60.0,-2.39081,-3.57198,1.49231,1.49834,-2.45573,-2.9644,0.03871,-0.37129,-0.88379,-0.9786,2.4394,2.45388,2.44665,2.58987,2.74731,0.0005,0.00066,0.00058,0.0,0.0,0.00022,0.0003,0.0,0.0,-1e-05,-1e-05,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,99.0498,98.6509,-296.1556,15.4018,-311.5574,29.8321,29.8321,0.0,-9.6972,-9.6972,0.0,8.0183,10.1115,-2.0931,-1.4369,0.0,0.0,0.0,0.0,0.0
6,8,-100.2367,20.0,1.42532,1.51812,1.38106,-5.70079,-14.14928,-5.70079,-14.14928,1.26795,1.81315,60.0,-2.4005,-3.48714,1.62365,1.41153,-2.39367,-2.7949,2.8916,3.22469,-0.66973,-0.94276,2.65796,2.46805,2.57828,2.59585,2.89217,0.00055,0.00028,0.00044,0.0,0.0,0.00039,0.00013,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,125.4807,97.355,-344.8491,17.1608,-362.0099,32.0437,32.0437,0.0,-6.3741,-6.3741,0.0,7.9268,10.0047,-2.0779,-0.7435,0.0,0.0,0.0,0.0,0.0
6,10,-105.0276,20.0,1.45739,1.55228,1.41214,-2.34737,-18.41902,-2.34737,-18.41902,1.37014,1.74856,60.0,-3.53511,-3.39552,0.45338,1.31547,-1.42253,-2.64508,1.82352,3.06403,-0.53104,-0.90044,2.88166,2.49378,2.74264,2.61293,3.02381,0.05566,0.03304,0.04865,0.0,0.0,0.05831,0.01555,0.0,0.0,0.00022,1e-05,0.0,0.0,-1e-05,0.0,0.0,0.0,1e-05,0.0,161.1928,95.4001,-383.4338,19.0188,-402.4526,33.9161,33.9161,0.0,-8.1348,-8.1348,0.0,7.8235,9.8788,-2.0553,-0.7932,0.0,0.0,0.0,0.0,0.0
6,12,-109.056,20.0,1.48629,1.31013,1.58306,-1.7877,-22.02302,-1.7877,-22.02302,1.3773,1.63902,60.0,-4.02079,-3.13212,0.45481,1.25982,-1.72069,-2.47725,1.83211,2.89884,-0.47179,-0.85769,3.06886,2.52563,2.89911,2.63602,3.14489,-0.15193,-0.11732,-0.14318,0.0,0.0,-0.21662,-0.05665,0.0,0.0,0.00189,0.00017,0.0,0.0,-9e-05,-0.0,0.0,0.0,0.0,-0.0,197.3118,93.3695,-419.4812,20.4069,-439.8881,36.2408,36.2408,0.0,-11.4114,-11.4114,0.0,7.7232,9.7571,-2.0338,-1.4579,0.0,0.0,0.0,0.0,0.0
6,14,-112.6439,20.0,1.51262,1.51262,1.51262,-1.21008,-25.17673,-1.21008,-25.17673,1.21696,1.61823,60.0,-3.53225,-3.1739,0.56967,1.19141,-1.91504,-2.42263,1.78663,2.80964,-0.41928,-0.82506,3.22876,2.54062,3.03872,2.64308,3.2573,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,229.5184,91.9197,-452.0654,21.3337,-473.399,38.0314,38.0314,0.0,-14.4164,-14.4164,0.0,7.6563,9.6713,-2.015,-2.2442,0.0,0.0,0.0,0.0,0.0
6,16,-114.5425,20.0,1.53683,1.53683,1.53683,0.25869,-27.61026,0.25869,-27.61026,1.00547,1.5329,60.0,-2.89961,-2.95808,0.92314,1.13593,-2.19081,-2.28771,1.92861,2.66883,-0.34866,-0.79436,3.39753,2.56947,3.19306,2.66356,3.36245,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,255.4234,89.803,-478.1904,21.7704,-499.9607,39.0076,39.0076,0.0,-15.1671,-15.1671,0.0,7.5678,9.5599,-1.9921,-2.6507,0.0,0.0,0.0,0.0,0.0
8,4,-54.8384,20.0,1.38916,1.43368,1.36743,-20.71715,1.28377,-20.71715,1.28377,1.74835,1.43227,60.0,-2.87258,-3.06046,0.89814,1.37353,-1.97875,-2.83523,2.64649,2.80579,-1.06411,-0.67029,2.30274,2.89529,2.7122,3.02103,2.74731,0.00353,0.00788,0.00684,0.0,0.0,0.00094,0.00667,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,5e-05,0.0,0.0,0.0,-3e-05,63.3025,111.5271,-250.0468,12.7731,-262.8199,24.3094,24.3094,0.0,-5.5424,-5.5424,0.0,12.8874,15.5234,-2.636,-0.5286,0.0,0.0,0.0,0.0,0.0
8,6,-94.3101,20.0,1.42532,1.51812,1.38106,-16.70228,-2.673,-16.70228,-2.673,1.40802,1.63608,60.0,-2.33524,-3.61991,1.39899,1.55366,-2.31521,-2.8686,2.80701,3.18974,-0.84896,-0.73945,2.45759,2.68444,2.58965,2.81445,2.89217,0.00041,0.00102,0.00079,0.0,0.0,0.00019,0.00074,0.0,0.0,-0.0,1e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,97.4841,124.946,-342.8626,17.1648,-360.0275,31.6681,31.6681,0.0,-7.1585,-7.1585,0.0,13.6654,16.4809,-2.8155,-0.9137,0.0,0.0,0.0,0.0,0.0
8,8,-122.3107,20.0,1.45739,1.55228,1.41214,-10.48996,-7.39618,-10.48996,-7.39618,1.24762,1.63839,60.0,-2.34141,-3.62673,1.7075,1.62418,-2.33755,-2.80784,2.95512,3.26257,-0.6648,-0.74015,2.6303,2.64565,2.63799,2.77225,3.02381,0.00015,0.00019,0.00017,0.0,0.0,0.00011,0.00014,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,126.7552,126.9914,-409.8177,19.9121,-429.7298,35.5764,35.5764,0.0,-4.2037,-4.2037,0.0,13.7292,16.5747,-2.8455,-0.2279,0.0,0.0,0.0,0.0,0.0
8,10,-136.1242,20.0,1.48629,1.48629,1.48629,-6.37854,-11.61342,-6.37854,-11.61342,1.413,1.57708,60.0,-3.64474,-3.46139,0.48551,1.69094,-1.45451,-2.74893,1.89851,3.26803,-0.5478,-0.71855,2.7943,2.64661,2.72965,2.76793,3.14489,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,168.5447,126.4121,-464.7588,22.8501,-487.6088,38.9082,38.9082,0.0,-7.1174,-7.1174,0.0,13.6604,16.5014,-2.841,-0.464,0.0,0.0,0.0,0.0,0.0
8,12,-147.8438,20.0,1.51262,1.51262,1.51262,-5.34045,-15.34639,-5.34045,-15.34639,1.46222,1.50844,60.0,-4.31846,-3.29635,0.4655,1.72412,-1.73254,-2.67035,1.92772,3.23256,-0.4951,-0.69027,2.92696,2.65949,2.82301,2.77502,3.2573,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,210.2754,125.0795,-514.1856,25.0496,-539.2352,42.1126,42.1126,0.0,-11.295,-11.295,0.0,13.5596,16.3855,-2.8259,-1.3725,0.0,0.0,0.0,0.0,0.0
8,14,-158.2352,20.0,1.53683,1.53683,1.53683,-4.16027,-18.5775,-4.16027,-18.5775,1.19948,1.39695,60.0,-3.24074,-2.94778,0.68268,1.74185,-1.93716,-2.52745,1.88216,3.13879,-0.44396,-0.66201,3.05436,2.67841,2.92325,2.78795,3.36245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,246.5834,123.0861,-558.362,26.3448,-584.7068,44.8921,44.8921,0.0,-14.6892,-14.6892,0.0,13.4463,16.2519,-2.8055,-2.5388,0.0,0.0,0.0,0.0,0.0
8,16,-165.1232,20.0,1.55928,1.55928,1.55928,-1.83436,-21.15448,-1.83436,-21.15448,0.92592,1.30831,60.0,-2.29966,-2.69375,1.03291,1.73742,-1.99133,-2.408,1.95883,3.04573,-0.3728,-0.63543,3.22435,2.70635,3.06144,2.80965,3.4614,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,274.7444,120.3505,-592.1426,26.9559,-619.0985,45.9718,45.9718,0.0,-15.0804,-15.0804,0.0,13.3013,16.0772,-2.7759,-2.8755,0.0,0.0,0.0,0.0,0.0
8,18,-166.0826,20.0,1.58022,1.53116,1.60534,-0.14831,-23.34389,-0.14831,-23.34389,0.82507,1.28543,60.0,-2.14388,-2.69512,0.64997,1.71724,-1.61439,-2.385,1.47504,3.00267,-0.31753,-0.61308,3.40319,2.75015,3.21641,2.84677,3.55499,-0.00357,9e-05,-0.00275,0.0,0.0,-0.00939,7e-05,0.0,0.0,-0.00035,-0.0,0.0,0.0,0.00015,0.0,0.0,0.0,0.00011,-0.0,294.529,116.6377,-614.691,27.1834,-641.8744,45.1261,45.1261,0.0,-10.3633,-10.3633,0.0,13.0796,15.8105,-2.7309,-1.5623,0.0,0.0,0.0,0.0,0.0
10,8,-129.5139,20.0,1.48629,1.58306,1.44014,-14.65219,-2.69208,-14.65219,-2.69208,1.17635,1.71678,60.0,-2.148,-4.8759,1.78628,0.58908,-2.26014,-1.86465,2.96263,2.30587,-0.64422,-0.60447,2.63892,2.82568,2.74425,2.94849,3.14489,0.00053,0.00192,0.00135,0.0,0.0,0.00037,0.00193,0.0,0.0,-0.0,-1e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,125.4738,165.6686,-461.543,22.619,-484.1621,38.1872,38.1872,0.0,-6.5132,-6.5132,0.0,20.773,24.3773,-3.6044,-0.4115,0.0,0.0,0.0,0.0,0.0
10,10,-153.5917,20.0,1.51262,1.56108,1.48895,-10.88401,-7.05505,-10.88401,-7.05505,1.1124,1.46073,60.0,-2.32528,-3.56513,0.83953,0.92516,-1.68921,-2.14944,1.95193,2.38589,-0.53216,-0.5985,2.81685,2.83503,2.82596,2.95353,3.2573,0.29032,0.28071,0.28548,0.0,0.0,0.29061,0.28463,0.0,0.0,0.00465,0.0042,0.0,0.0,8e-05,8e-05,0.0,0.0,0.0,0.0,167.3658,166.0429,-530.2936,26.2573,-556.5509,43.3394,43.3394,0.0,-9.4999,-9.4999,0.0,20.7317,24.3644,-3.6327,-1.549,0.0,0.0,0.0,0.0,0.0
10,12,-172.8155,20.0,1.53683,1.58608,1.51279,-8.39134,-10.70202,-8.39134,-10.70202,1.1307,1.38058,60.0,-2.65931,-3.29038,0.82694,0.92645,-1.78827,-2.06058,1.95764,2.30703,-0.48076,-0.57926,2.93523,2.83767,2.89129,2.95213,3.36245,0.28837,0.29687,0.29209,0.0,0.0,0.37612,0.30158,0.0,0.0,0.00253,0.00421,0.0,0.0,6e-05,7e-05,0.0,0.0,0.0,0.0,210.3978,165.9147,-591.1134,29.2668,-620.3802,47.4697,47.4697,0.0,-13.8987,-13.8987,0.0,20.6517,24.2839,-3.6323,-2.4387,0.0,0.0,0.0,0.0,0.0
10,14,-187.2352,20.0,1.55928,1.60925,1.53489,-6.92344,-13.21691,-6.92344,-13.21691,1.0693,1.47303,60.0,-2.61571,-3.8836,0.79362,0.63206,-1.83789,-1.69892,1.86292,2.10509,-0.43713,-0.55871,3.00583,2.8183,2.92915,2.92955,3.4614,0.11174,0.16705,0.13307,0.0,0.0,0.17831,0.16739,0.0,0.0,0.00057,0.00118,0.0,0.0,2e-05,1e-05,0.0,0.0,-1e-05,-0.0,252.5735,166.432,-645.4037,31.6966,-677.1003,50.0306,50.0306,0.0,-18.3791,-18.3791,0.0,20.6345,24.253,-3.6185,-3.0869,0.0,0.0,0.0,0.0,0.0
10,16,-198.6354,20.0,1.58022,1.48363,1.63086,-4.16977,-15.71608,-4.16977,-15.71608,0.89609,1.51945,60.0,-2.11506,-4.29528,0.9582,0.51115,-1.77164,-1.52934,1.8543,2.03059,-0.37965,-0.5375,3.14203,2.83178,3.02647,2.93858,3.55499,-0.00193,-0.00093,-0.00159,0.0,0.0,-0.00384,-0.00094,0.0,0.0,2e-05,0.0,0.0,0.0,4e-05,0.0,0.0,0.0,-2e-05,-0.0,284.5072,164.4043,-687.3882,32.9168,-720.305,51.005,51.005,0.0,-18.6747,-18.6747,0.0,20.4609,24.0451,-3.5842,-3.2384,0.0,0.0,0.0,0.0,0.0
10,18,-204.4576,20.0,1.59986,1.50206,1.65113,-2.51901,-18.15527,-2.51901,-18.15527,0.90037,1.47364,60.0,-2.4005,-4.19973,0.66118,0.49426,-1.6415,-1.47673,1.56156,1.9679,-0.33771,-0.51709,3.29831,2.87676,3.15423,2.97805,3.64391,-0.00219,0.00013,-0.0015,0.0,0.0,-0.00542,0.00014,0.0,0.0,6e-05,0.0,0.0,0.0,8e-05,0.0,0.0,0.0,-5e-05,-0.0,307.3513,159.5153,-717.8385,33.3718,-751.2102,50.5041,50.5041,0.0,-12.8061,-12.8061,0.0,20.1195,23.6475,-3.528,-1.5848,0.0,0.0,0.0,0.0,0.0
10,20,-208.4178,20.0,1.61837,1.51944,1.67022,-1.01862,-20.43622,-1.01862,-20.43622,0.96113,1.43308,60.0,-3.04511,-4.11287,0.81841,0.48125,-1.88182,-1.43461,1.77954,1.91433,-0.30336,-0.49934,3.42379,2.9207,3.26472,3.01667,3.72868,-0.00345,-0.0013,-0.00287,0.0,0.0,-0.0102,-0.0014,0.0,0.0,0.00013,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,-6e-05,-0.0,333.303,155.0925,-748.0411,33.8849,-781.926,50.8284,50.8284,0.0,-8.2768,-8.2768,0.0,19.792,23.2679,-3.4759,-0.6414,0.0,0.0,0.0,0.0,0.0
10,22,-209.2856,20.0,1.63587,1.74238,1.58508,-0.45564,-22.67469,-0.45564,-22.67469,0.93263,1.19965,60.0,-3.1877,-2.98143,0.5281,0.70203,-1.61045,-1.59635,1.46074,1.90167,-0.27286,-0.4827,3.58614,2.97999,3.40832,3.07033,3.80976,0.18963,0.25803,0.20597,0.0,0.0,0.67687,0.28907,0.0,0.0,0.02336,0.00556,0.0,0.0,0.00114,0.00016,0.0,0.0,0.00023,1e-05,367.256,150.3965,-777.9503,34.4977,-812.448,52.2797,52.2797,0.0,-9.9184,-9.9184,0.0,19.524,22.968,-3.4441,-1.497,0.0,0.0,0.0,0.0,0.0
10,24,-209.9879,20.0,1.65248,1.76008,1.60118,0.1097,-24.77751,0.1097,-24.77751,0.89762,1.08092,60.0,-3.19547,-2.51198,0.51463,0.82325,-1.63077,-1.63656,1.41226,1.90417,-0.25215,-0.46513,3.72118,3.02704,3.53122,3.11229,3.88753,0.25847,0.32859,0.27362,0.0,0.0,1.08365,0.37984,0.0,0.0,0.0237,0.00855,0.0,0.0,0.00026,0.00029,0.0,0.0,6e-05,1e-05,401.8268,146.972,-808.0631,35.0741,-843.1372,53.9602,53.9602,0.0,-12.5954,-12.5954,0.0,19.2898,22.7049,-3.4151,-2.4035,0.0,0.0,0.0,0.0,0.0
12,8,-132.7182,20.0,1.51262,1.6111,1.46565,-18.20175,-0.80137,-18.20175,-0.80137,1.11016,1.75178,60.0,-1.98905,-5.713,1.8295,0.51882,-2.1821,-2.10979,2.93966,2.2706,-0.61962,-0.53715,2.65778,2.98589,2.85916,3.10486,3.2573,0.00102,0.00414,0.00306,0.0,0.0,0.00073,0.00559,0.0,0.0,-0.0,-3e-05,0.0,0.0,0.0,-2e-05,0.0,0.0,0.0,1e-05,123.5781,203.8212,-506.2656,24.6684,-530.934,40.3943,40.3943,0.0,-10.0842,-10.0842,0.0,28.9795,33.3386,-4.3591,-1.1477,0.0,0.0,0.0,0.0,0.0
12,10,-164.1169,20.0,1.53683,1.58608,1.51279,-14.51065,-3.80307,-14.51065,-3.80307,1.03568,1.47516,60.0,-2.09514,-4.08969,0.83417,0.83619,-1.59726,-2.19896,1.86984,2.31136,-0.51196,-0.5321,2.83,2.97336,2.90907,3.08968,3.36245,0.31073,0.2899,0.29886,0.0,0.0,0.31395,0.388,0.0,0.0,0.00507,0.00313,0.0,0.0,8e-05,8e-05,0.0,0.0,0.0,0.0,166.1688,206.2791,-586.7619,29.0851,-615.847,46.5039,46.5039,0.0,-13.2029,-13.2029,0.0,29.1076,33.5362,-4.4286,-2.2305,0.0,0.0,0.0,0.0,0.0
12,12,-190.7248,20.0,1.55928,1.66081,1.51087,-11.55468,-6.96459,-11.55468,-6.96459,1.03997,1.36779,60.0,-2.30922,-3.58782,0.94761,0.94136,-1.75947,-2.14721,1.98758,2.30914,-0.46835,-0.52144,2.94561,2.96954,2.9576,3.08286,3.4614,0.3269,0.32585,0.32637,0.0,0.0,0.4294,0.435,0.0,0.0,0.00302,0.00327,0.0,0.0,5e-05,4e-05,0.0,0.0,0.0,0.0,209.7009,207.2409,-657.8158,32.8146,-690.6304,51.4094,51.4094,0.0,-17.4799,-17.4799,0.0,29.0851,33.5351,-4.45,-3.0618,0.0,0.0,0.0,0.0,0.0
12,14,-211.2955,20.0,1.58022,1.53116,1.60534,-9.7323,-10.47202,-9.7323,-10.47202,1.01794,1.49069,60.0,-2.39687,-4.31599,0.96225,0.645,-1.87405,-1.98361,1.98019,2.13569,-0.43232,-0.51486,2.99792,2.931,2.96722,3.04259,3.55499,-0.16166,-0.174,-0.16722,0.0,0.0,-0.25661,-0.22629,0.0,0.0,0.00169,0.00165,0.0,0.0,-2e-05,-3e-05,0.0,0.0,0.0,0.0,254.2363,210.2076,-722.0295,36.1664,-758.1959,54.362,54.362,0.0,-22.6013,-22.6013,0.0,29.1907,33.642,-4.4513,-4.0908,0.0,0.0,0.0,0.0,0.0
12,16,-227.3775,20.0,1.59986,1.50206,1.65113,-6.62759,-13.14428,-6.62759,-13.14428,0.87727,1.55692,60.0,-2.03722,-4.8736,0.85668,0.5317,-1.59624,-1.86017,1.73395,2.08863,-0.37778,-0.49738,3.10274,2.93316,3.03122,3.04149,3.64391,-0.00112,-0.00075,-0.00097,0.0,0.0,-0.00218,-0.00098,0.0,0.0,1e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,-1e-05,-0.0,289.4037,209.1197,-772.5569,38.0985,-810.6554,55.3599,55.3599,0.0,-23.0835,-23.0835,0.0,29.0387,33.459,-4.4202,-4.2921,0.0,0.0,0.0,0.0,0.0
12,18,-238.3178,20.0,1.61837,1.47226,1.69677,-5.01743,-15.66982,-5.01743,-15.66982,0.93257,1.5269,60.0,-2.52307,-4.85697,0.63035,0.51971,-1.60085,-1.82185,1.56291,2.04661,-0.34469,-0.48002,3.2412,2.9761,3.13785,3.07978,3.72868,-0.00186,-0.00023,-0.00128,0.0,0.0,-0.00445,-0.00031,0.0,0.0,-9e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1e-05,-0.0,314.7338,203.51,-810.6349,38.9224,-849.5573,55.1973,55.1973,0.0,-16.5258,-16.5258,0.0,28.583,32.9404,-4.3574,-2.3785,0.0,0.0,0.0,0.0,0.0
12,20,-247.2501,20.0,1.63587,1.48818,1.71512,-3.1796,-18.08126,-3.1796,-18.08126,0.96784,1.48849,60.0,-3.01128,-4.76509,0.87794,0.51213,-1.85112,-1.78388,1.84579,2.00062,-0.31107,-0.46497,3.35066,3.01767,3.22981,3.11686,3.80976,-0.00176,-1e-05,-0.00119,0.0,0.0,-0.00499,-2e-05,0.0,0.0,-0.00011,-0.0,0.0,0.0,1e-05,0.0,0.0,0.0,-1e-05,-0.0,343.7946,198.4734,-849.3168,39.7853,-889.1021,56.2273,56.2273,0.0,-11.8048,-11.8048,0.0,28.1487,32.4489,-4.3002,-1.3612,0.0,0.0,0.0,0.0,0.0
12,22,-251.9166,20.0,1.65248,1.81647,1.57612,-2.42094,-19.91699,-2.42094,-19.91699,0.96138,1.29093,60.0,-3.26201,-3.73033,0.54608,0.66651,-1.59538,-1.78006,1.50746,1.95744,-0.28334,-0.44675,3.48032,3.07206,3.34193,3.1665,3.88753,0.17837,0.23985,0.19671,0.0,0.0,0.59964,0.34268,0.0,0.0,0.01703,0.00412,0.0,0.0,0.00063,0.00016,0.0,0.0,3e-05,1e-05,383.3817,192.9857,-887.8571,40.8149,-928.672,58.5147,58.5147,0.0,-14.0946,-14.0946,0.0,27.7726,32.0358,-4.2632,-2.2519,0.0,0.0,0.0,0.0,0.0
12,24,-256.6069,20.0,1.6683,1.72175,1.6422,-1.69621,-21.60131,-1.69621,-21.60131,0.90685,1.14806,60.0,-3.08879,-3.05863,0.58367,0.78703,-1.64254,-1.72102,1.49052,1.93508,-0.26625,-0.43092,3.59906,3.12725,3.44897,3.21707,3.96231,0.2608,0.33236,0.28041,0.0,0.0,1.02283,0.49206,0.0,0.0,0.0198,0.00643,0.0,0.0,0.00031,0.00025,0.0,0.0,-0.00024,1e-05,422.4796,188.0112,-925.5294,41.5653,-967.0947,61.011,61.011,0.0,-17.2264,-17.2264,0.0,27.4078,31.6364,-4.2285,-3.2497,0.0,0.0,0.0,0.0,0.0
