neutron_number,proton_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
182,98,-2001.7441149999997,True,6.3341999999999994e-06,-3.946971,-9.500053,-3.946971,-9.500053,0.34579299999999996,0.668082,60.0,-3.313395,-9.063623,-12.377018,-0.036088,-0.049244,0.217852,0.054366,-0.938398,-0.704588,-1.642987,6.328779,6.003161,6.216753,6.051804,7.850559,6.328793,6.001288,6.2161290000000005,6.049945,7.850559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,5e-06,1.4000000000000001e-05,8e-06,6e-06,1.4000000000000001e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3674.202023,1520.66482,5194.866843,-8409.711334,-531.460775,-7878.250559,265.90851499999997,265.90851499999997,0.0,-75.911473,-75.911473,0.0,1037.123339,1073.472045,-36.348704999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,98,-2009.2726690000002,True,8.2266e-06,-3.022884,-9.76192,-3.022884,-9.76192,0.363071,0.660742,60.0,-3.6178199999999996,-8.911033999999997,-12.528855,-0.036436,-0.048993,0.411667,0.054541,-1.2982770000000001,-0.700343,-1.99862,6.350554,6.011394999999999,6.234782,6.059776,7.869207,6.350214,6.009421,6.2338949999999995,6.057818,7.869207,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3711.7787329999996,1515.173505,5226.952238,-8446.750482,-538.874743,-7907.875739,264.189099,264.189099,0.0,-74.877188,-74.877188,0.0,1035.741138,1072.028822,-36.28768400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,98,-2013.418998,True,9.1259e-06,-2.082288,-10.041659,-2.082288,-10.041659,0.362505,0.6543359999999999,60.0,-3.7108440000000003,-8.785072999999999,-12.495917,-0.035412,-0.048737,0.17891700000000002,0.054639,-0.7830010000000001,-0.6964520000000001,-1.4794530000000001,6.371994,6.0207,6.253003,6.068811,7.887766,6.371594,6.0186470000000005,6.252054,6.066775,7.887766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3753.565047,1509.506844,5263.071892,-8484.803957,-546.604459,-7938.199497,262.781921,262.781921,0.0,-74.663454,-74.663454,0.0,1034.16997,1070.392361,-36.222390999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,98,-2016.696458,True,9.5477e-06,-1.8020450000000001,-10.328449,-1.8020450000000001,-10.328449,0.46756000000000003,0.647896,60.0,-6.232741000000001,-8.659186,-14.891926999999999,-0.035075,-0.048477,0.10276400000000001,0.054738999999999996,-0.768757,-0.692422,-1.461179,6.393276999999999,6.031358,6.271615,6.0791910000000025,7.906239,6.3929300000000016,6.0292449999999995,6.270686,6.0770940000000016,7.906239,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,3800.088237,1503.467543,5303.55578,-8523.355499,-554.739156,-7968.616343000002,261.702349,261.702349,0.0,-74.606138,-74.606138,0.0,1032.360156,1068.511981,-36.151826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,98,-2020.9220280000002,True,8.5302e-06,-2.347698,-10.631097,-2.347698,-10.631097,0.423907,0.546104,60.0,-5.39743,-6.202846,-11.600277,-0.033293,-0.048079000000000004,0.11558900000000001,0.0691,-0.779673,-0.6614869999999999,-1.44116,6.431019,6.064412,6.308662,6.1117919999999994,7.924625,6.4307370000000015,6.064843,6.3086139999999995,6.11222,7.924625,0.101622,0.131475,0.111009,0.10171799999999999,0.134269,0.111955,0.0,0.0,0.0,10.074161,5.978008999999999,16.05217,10.082867,6.105919999999999,16.188786999999998,0.0,0.0,0.0,1.333416,0.6057640000000001,1.939181,1.382568,0.627462,2.01003,0.0,0.0,0.0,0.4486770000000001,0.15043399999999998,0.59911,0.0,0.0,0.0,0.123475,0.042648,0.166123,3838.4467759999998,1498.232029,5336.678805,-8558.756968000003,-562.2897519999998,-7996.467217,262.723082,262.723082,0.0,-77.404225,-77.404225,0.0,1028.878715,1064.963468,-36.084753000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,98,-2025.7756579999998,True,9.5534e-06,-2.493369,-10.92613,-2.493369,-10.92613,0.471163,0.458392,60.0,-6.5935690000000005,-4.405551,-10.99912,-0.033668000000000003,-0.047695,0.10681199999999999,0.088939,-0.858728,-0.633418,-1.492146,6.463943,6.092372,6.340814,6.139343,7.942927,6.463417,6.0934040000000005,6.340794,6.140368,7.942927,0.13816900000000001,0.176788,0.15021700000000002,0.137447,0.179984,0.150722,0.0,0.0,0.0,13.983557999999999,8.112622,22.09618,13.908209,8.262105,22.170314,0.0,0.0,0.0,1.838411,0.844095,2.682506,1.886853,0.8714350000000001,2.758289,0.0,0.0,0.0,0.5960840000000001,0.222415,0.818499,0.0,0.0,0.0,0.14244300000000001,0.06612,0.208563,3882.571458,1491.9171310000006,5374.488589000001,-8597.979082,-570.322146,-8027.6569370000025,263.924418,263.924418,0.0,-79.499899,-79.499899,0.0,1025.781582,1061.7995119999996,-36.01793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,98,-2030.7257920000002,True,9.7617e-06,-2.514494,-11.228849,-2.514494,-11.228849,0.5139100000000001,0.3862,60.0,-7.765791,-3.157743,-10.923535000000001,-0.034009,-0.047233,0.09679600000000001,0.111323,-0.914007,-0.601817,-1.515824,6.496331,6.118595,6.372054,6.1651739999999995,7.961145,6.4957660000000015,6.119642,6.372008,6.166213,7.961145,0.167801,0.21066100000000001,0.181064,0.166631,0.21345999999999998,0.181127,0.0,0.0,0.0,17.33175,9.750435000000001,27.082185,17.207951,9.883346000000001,27.091296999999997,0.0,0.0,0.0,2.246118,1.033957,3.280075,2.3012919999999997,1.064307,3.3656,0.0,0.0,0.0,0.704678,0.27926,0.9839379999999999,0.0,0.0,0.0,0.15677,0.084343,0.24111300000000002,3928.0099240000004,1485.570034,5413.579958,-8638.192326999999,-578.422202,-8059.770125,265.171813,265.171813,0.0,-81.721386,-81.721386,0.0,1022.875509,1058.828097,-35.952588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,98,-2035.663648,True,9.3601e-06,-2.459947,-11.535063000000001,-2.459947,-11.535063000000001,0.533017,0.33943,60.0,-8.333921,-2.4628900000000002,-10.796811,-0.034089999999999995,-0.046779,0.094547,0.130381,-0.95142,-0.576383,-1.527803,6.527635,6.142113,6.401708,6.188324,7.97928,6.5271419999999996,6.142966,6.4016459999999995,6.189171,7.97928,0.190887,0.23531,0.204518,0.18975799999999998,0.237618,0.204449,0.0,0.0,0.0,20.111903,10.975211999999999,31.087115999999998,19.990029,11.085942999999999,31.075971999999997,0.0,0.0,0.0,2.582066,1.18323,3.7652959999999998,2.647116,1.215385,3.8625010000000004,0.0,0.0,0.0,0.780338,0.322691,1.1030280000000001,0.0,0.0,0.0,0.159414,0.097097,0.256511,3971.7430630000003,1479.523155,5451.266218,-8677.597613,-586.272484,-8091.325129000003,266.120385,266.120385,0.0,-83.319507,-83.319507,0.0,1020.191484,1056.078926,-35.887442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,98,-2040.467322,True,9.462300000000001e-06,-2.3522380000000003,-11.838559,-2.3522380000000003,-11.838559,0.5274439999999999,0.313275,60.0,-8.197953,-2.1156610000000002,-10.313614,-0.033935,-0.046388,0.09938999999999999,0.143374,-0.974241,-0.561305,-1.5355459999999999,6.556369999999999,6.1617809999999995,6.4284120000000025,6.207655,7.997332000000001,6.555982000000001,6.162401,6.428344,6.20827,7.997332000000001,0.20623000000000002,0.251181,0.21990300000000002,0.20532399999999998,0.253105,0.219861,0.0,0.0,0.0,22.143863,11.790573,33.934436,22.043951999999997,11.883275,33.927227,0.0,0.0,0.0,2.815154,1.280167,4.095322,2.887178,1.312876,4.200053,0.0,0.0,0.0,0.7920729999999999,0.342909,1.134981,0.0,0.0,0.0,0.1269,0.098742,0.225642,4013.1024469999998,1473.843745,5486.946192,-8715.83487,-593.8452940000002,-8121.989576000001,266.65525499999995,266.65525499999995,0.0,-84.173164,-84.173164,0.0,1017.788425,1053.611385,-35.82295999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,98,-2045.0340469999999,True,9.5633e-06,-2.211065,-12.142211999999999,-2.211065,-12.142211999999999,0.509373,0.295638,60.0,-7.704238,-1.898548,-9.602786,-0.033678,-0.046036,0.10884100000000001,0.152195,-0.989725,-0.549547,-1.539272,6.583079,6.178980999999999,6.452980999999999,6.224538,8.015303999999999,6.582797,6.179387,6.452915,6.22494,8.015303999999999,0.21679400000000001,0.262019,0.230431,0.21615900000000002,0.263644,0.230479,0.0,0.0,0.0,23.705343,12.368093,36.073436,23.633833,12.446447000000001,36.08028,0.0,0.0,0.0,2.964004,1.338283,4.3022870000000015,3.04153,1.370952,4.412482,0.0,0.0,0.0,0.749279,0.343513,1.0927930000000001,0.0,0.0,0.0,0.067688,0.090817,0.158505,4053.3499869999996,1468.364419,5521.714406,-8753.484794,-601.301548,-8152.183246,266.99305499999997,266.99305499999997,0.0,-84.670897,-84.670897,0.0,1015.556242,1051.3153539999996,-35.759112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,98,-2049.278773,True,8.7295e-06,-2.043478,-12.451022,-2.043478,-12.451022,0.490336,0.282303,60.0,-7.207778,-1.743742,-8.95152,-0.033357,-0.045703,0.118644,0.15857100000000002,-0.997009,-0.539867,-1.536875,6.608467,6.1948550000000004,6.47626,6.2401050000000025,8.033195,6.608194,6.195069,6.476139,6.240318,8.033195,0.22481900000000002,0.270219,0.238389,0.224385,0.271599,0.23849800000000002,0.0,0.0,0.0,25.020511,12.820755,37.841266,24.97008,12.887129,37.857208,0.0,0.0,0.0,3.037935,1.365844,4.403779,3.118171,1.398156,4.5163269999999995,0.0,0.0,0.0,0.662266,0.327943,0.990209,0.0,0.0,0.0,-0.005267,0.075462,0.07019500000000001,4093.492647,1462.983601,5556.476247,-8790.900671,-608.7546150000003,-8182.1460560000005,267.259317,267.259317,0.0,-85.03464100000002,-85.03464100000002,0.0,1013.409369,1049.1048369999999,-35.695467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,98,-2053.10904,True,8.380599999999999e-06,-1.8608419999999999,-12.765365,-1.8608419999999999,-12.765365,0.475412,0.27229000000000003,60.0,-6.847658,-1.633797,-8.481455,-0.033006,-0.045380000000000004,0.122123,0.163199,-0.9823219999999999,-0.532708,-1.5150299999999999,6.632938,6.209803,6.49865,6.254757,8.051007,6.63258,6.209857,6.498419999999999,6.25481,8.051007,0.23124699999999998,0.276698,0.244714,0.230923,0.277879,0.244837,0.0,0.0,0.0,26.183545000000002,13.191589000000002,39.375133,26.144029999999997,13.248122,39.392152,0.0,0.0,0.0,3.0382860000000003,1.3661780000000001,4.404464,3.116279,1.397951,4.51423,0.0,0.0,0.0,0.538295,0.29888899999999996,0.837184,0.0,0.0,0.0,-0.079622,0.055076,-0.024547,4133.806023,1457.670711,5591.476734000003,-8828.058146,-616.23578,-8211.822366,267.454248,267.454248,0.0,-85.30925699999997,-85.30925699999997,0.0,1011.3238660000001,1046.9557519999996,-35.631887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,98,-2056.50422,True,8.0619e-06,-1.681605,-13.082307,-1.681605,-13.082307,0.467587,0.263819,60.0,-6.696209,-1.544403,-8.240611,-0.032651,-0.045066,0.11743900000000004,0.16643,-0.9504809999999999,-0.525807,-1.4762879999999998,6.6568710000000015,6.223971,6.520457,6.268634,8.068741000000001,6.656455,6.223892,6.5201459999999996,6.268555,8.068741000000001,0.236598,0.281902,0.24990500000000002,0.236346,0.282923,0.25002800000000003,0.0,0.0,0.0,27.247677000000003,13.501106,40.748783,27.215245,13.549642,40.764887,0.0,0.0,0.0,2.968092,1.34222,4.3103120000000015,3.038678,1.373358,4.412036,0.0,0.0,0.0,0.383898,0.259257,0.6431560000000001,0.0,0.0,0.0,-0.14527,0.032307999999999996,-0.11296199999999999,4174.082913,1452.396033,5626.478947,-8864.663016,-623.7169309999998,-8240.946086,267.50957200000005,267.50957200000005,0.0,-85.413021,-85.413021,0.0,1009.300199,1044.8685130000001,-35.56831500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,98,-2059.535806,True,5.1817e-06,-1.5183309999999999,-13.398454000000001,-1.5183309999999999,-13.398454000000001,0.46551899999999996,0.258295,60.0,-6.704311,-1.489,-8.193311999999999,-0.032324,-0.044806,0.110858,0.168651,-0.924484,-0.522545,-1.4470299999999998,6.680547,6.23747,6.541914,6.281848,8.086397,6.680149,6.237297,6.541583999999999,6.281676,8.086397,0.24114899999999997,0.286088,0.254233,0.24094400000000002,0.286987,0.25435,0.0,0.0,0.0,28.241236999999998,13.761080999999999,42.002317,28.213758000000002,13.803559,42.017317,0.0,0.0,0.0,2.84138,1.299601,4.140981,2.8990259999999997,1.330109,4.229134999999999,0.0,0.0,0.0,0.21159099999999997,0.213389,0.42498,0.0,0.0,0.0,-0.194223,0.010003,-0.18422,4214.0057240000015,1447.18396,5661.189684,-8900.518137000001,-631.153086,-8269.365051,267.40428399999996,267.40428399999996,0.0,-85.307746,-85.307746,0.0,1007.336451,1042.841288,-35.504837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,98,-2062.2805550000007,True,8.9576e-06,-1.369723,-13.708895000000002,-1.369723,-13.708895000000002,0.46556400000000003,0.253564,60.0,-6.7576160000000005,-1.4435959999999999,-8.201212,-0.032075,-0.044538,0.107652,0.169934,-0.917228,-0.519008,-1.436236,6.703913000000001,6.250335,6.5629940000000015,6.294434,8.103976,6.703521,6.2500849999999994,6.562645,6.294185,8.103976,0.24561999999999998,0.289478,0.258277,0.245405,0.29028000000000004,0.258356,0.0,0.0,0.0,29.244838,13.981632999999999,43.226471000000004,29.21583,14.019274,43.235103,0.0,0.0,0.0,2.699765,1.247373,3.947138,2.738677,1.277289,4.0159660000000015,0.0,0.0,0.0,0.035181,0.167494,0.202675,0.0,0.0,0.0,-0.181374,-0.008981999999999999,-0.190356,4253.760977,1442.105589,5695.866566,-8936.119958,-638.621038,-8297.49892,267.230198,267.230198,0.0,-85.05973399999998,-85.05973399999998,0.0,1005.439821,1040.882427,-35.442606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,98,-2064.769472,True,9.2933e-06,-1.2230370000000002,-14.015814,-1.2230370000000002,-14.015814,0.46584,0.251284,60.0,-6.818598,-1.424097,-8.242695,-0.031826,-0.044338999999999996,0.108714,0.170559,-0.927206,-0.518794,-1.446,6.727628,6.2631510000000015,6.584336,6.306973,8.121478999999999,6.727218,6.2628449999999996,6.583958,6.306669,8.121478999999999,0.2493,0.292538,0.26166799999999996,0.249061,0.293257,0.261703,0.0,0.0,0.0,30.17810900000001,14.187435,44.365544,30.145501,14.22095,44.366451,0.0,0.0,0.0,2.541782,1.192611,3.734393,2.562786,1.222076,3.7848620000000004,0.0,0.0,0.0,-0.10885399999999999,0.12379000000000001,0.014936000000000001,0.0,0.0,0.0,-0.174429,-0.024588,-0.199017,4292.826045000002,1437.045442,5729.8714869999985,-8970.709879,-645.940885,-8324.768994,266.971978,266.971978,0.0,-84.762969,-84.762969,0.0,1003.5486060000001,1038.928514,-35.379908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,98,-2066.966778,True,8.1251e-06,-1.069125,-14.312420999999999,-1.069125,-14.312420999999999,0.46697799999999995,0.24994699999999997,60.0,-6.9031139999999995,-1.414315,-8.317428999999999,-0.03159,-0.044172,0.110794,0.170801,-0.941508,-0.519429,-1.4609379999999998,6.751635,6.275901999999999,6.605898,6.319448,8.138907000000001,6.751127,6.2755410000000005,6.605434,6.319089,8.138907000000001,0.25303000000000003,0.295541,0.26508200000000004,0.252786,0.29618,0.26508899999999996,0.0,0.0,0.0,31.139667,14.391523000000001,45.531191,31.104978999999997,14.420954,45.525932,0.0,0.0,0.0,2.4222639999999998,1.1463430000000001,3.568607,2.432953,1.17551,3.6084620000000003,0.0,0.0,0.0,-0.193643,0.089278,-0.10436500000000001,0.0,0.0,0.0,-0.128681,-0.034901,-0.163582,4331.681704,1432.0766019999999,5763.758306000002,-9004.787346,-653.231301,-8351.556045000001,266.67409100000003,266.67409100000003,0.0,-84.515395,-84.515395,0.0,1001.6819320000001,1036.999964,-35.318032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,98,-2068.817002,True,9.1031e-06,-0.9105200000000001,-14.592781,-0.9105200000000001,-14.592781,0.4720720000000001,0.249633,60.0,-7.1108839999999995,-1.415032,-8.525917,-0.03134,-0.044039,0.108832,0.170991,-0.944491,-0.521536,-1.466027,6.776122999999999,6.288514,6.6277919999999995,6.331786,8.156261,6.775597,6.288092,6.627296,6.331367,8.156261,0.256965,0.298588,0.26866,0.256897,0.299146,0.268768,0.0,0.0,0.0,32.151492,14.598392,46.749885,32.137943,14.623679000000001,46.761621999999996,0.0,0.0,0.0,2.364518,1.114248,3.4787660000000002,2.38335,1.1432930000000001,3.526644,0.0,0.0,0.0,-0.197096,0.067878,-0.129218,0.0,0.0,0.0,-0.039126,-0.039051,-0.078177,4370.263578,1427.20408,5797.467658,-9038.147214,-660.479919,-8377.667295000001,266.267932,266.267932,0.0,-84.27115500000002,-84.27115500000002,0.0,999.8577210000001,1035.114992,-35.257272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,98,-2070.306635000001,True,9.099099999999999e-06,-0.759157,-14.855217000000001,-0.759157,-14.855217000000001,0.48306099999999996,0.24958200000000005,60.0,-7.511875999999999,-1.418232,-8.930109,-0.031063999999999998,-0.043922,0.101301,0.17108800000000002,-0.9340959999999999,-0.523609,-1.457705,6.800967999999999,6.300775,6.649871000000001,6.343776,8.173542,6.8006100000000025,6.300293,6.649475999999999,6.343298,8.173542,0.260827,0.30144699999999996,0.272136,0.261075,0.30192800000000003,0.272449,0.0,0.0,0.0,33.1788,14.795670999999999,47.974471,33.206843,14.817010999999999,48.023854,0.0,0.0,0.0,2.35339,1.092892,3.446282,2.394381,1.121948,3.5163290000000003,0.0,0.0,0.0,-0.130441,0.05810700000000001,-0.07233300000000001,0.0,0.0,0.0,0.083106,-0.03795,0.045156,4408.441945000001,1422.4101039999994,5830.852049,-9070.633001,-667.659597,-8402.973404,265.702288,265.702288,0.0,-83.932182,-83.932182,0.0,998.092024,1033.2896119999998,-35.197588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,98,-2071.4806329999997,True,7.4153e-06,-0.6251979999999999,-15.103477,-0.6251979999999999,-15.103477,0.498101,0.250834,60.0,-8.060164,-1.435622,-9.495786,-0.030782,-0.043826,0.0914,0.17094700000000002,-0.9186340000000001,-0.5274369999999999,-1.4460709999999999,6.8257910000000015,6.312544,6.67183,6.3552800000000005,8.190749,6.8256190000000005,6.3120160000000025,6.6715550000000015,6.354755,8.190749,0.264127,0.303765,0.275062,0.26455100000000004,0.304183,0.275484,0.0,0.0,0.0,34.154761,14.965188000000001,49.119949,34.207935,14.983288,49.191223,0.0,0.0,0.0,2.348169,1.07294,3.4211089999999995,2.404195,1.102101,3.5062949999999997,0.0,0.0,0.0,-0.031099,0.054265,0.023166,0.0,0.0,0.0,0.21278899999999998,-0.033954000000000005,0.178835,4446.160557,1417.686287,5863.846844,-9102.324749,-674.753005,-8427.571743999999,265.00220299999995,265.00220299999995,0.0,-83.44325699999997,-83.44325699999997,0.0,996.380182,1031.518763,-35.138581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,98,-2072.411483,True,7.9292e-06,-0.511587,-15.344598000000001,-0.511587,-15.344598000000001,0.5141899999999999,0.252144,60.0,-8.663344,-1.453819,-10.117163,-0.030518,-0.043731,0.083061,0.17015999999999998,-0.9100280000000001,-0.530205,-1.440233,6.8501410000000025,6.323817,6.693353,6.366291,8.207885000000001,6.8500289999999975,6.323258,6.693111,6.365736,8.207885000000001,0.266444,0.305295,0.277064,0.266805,0.305668,0.277428,0.0,0.0,0.0,35.016067,15.094358999999999,50.110427,35.062391,15.110098,50.172489,0.0,0.0,0.0,2.306995,1.0450959999999998,3.352091,2.360461,1.074373,3.4348330000000002,0.0,0.0,0.0,0.059746,0.049811,0.10955699999999999,0.0,0.0,0.0,0.32306599999999996,-0.029775,0.29329099999999997,4483.556993,1413.005504,5896.562497,-9133.530426000001,-681.778619,-8451.751806999999,264.253084,264.253084,0.0,-82.84199,-82.84199,0.0,994.702748,1029.782587,-35.079838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,98,-2073.160264,True,8.1676e-06,-0.413312,-15.582142999999999,-0.413312,-15.582142999999999,0.527229,0.254923,60.0,-9.181344000000001,-1.4884700000000002,-10.669814,-0.030275999999999997,-0.043660000000000004,0.077999,0.168809,-0.9118069999999999,-0.534863,-1.4466700000000001,6.8740039999999984,6.33477,6.714475,6.3769849999999995,8.224949,6.87387,6.334192,6.714214,6.376411,8.224949,0.267909,0.306196,0.278281,0.26811399999999996,0.306533,0.27852,0.0,0.0,0.0,35.773781,15.19139,50.96517100000001,35.799704999999996,15.20531,51.005015,0.0,0.0,0.0,2.224107,1.008132,3.232239,2.264945,1.037542,3.302487,0.0,0.0,0.0,0.12775699999999998,0.042294,0.170051,0.0,0.0,0.0,0.40384899999999996,-0.026645,0.377204,4520.643067,1408.3854390000001,5929.028506000002,-9164.434901999999,-688.740691,-8475.694211,263.517634,263.517634,0.0,-82.19623,-82.19623,0.0,993.041211,1028.062494,-35.021282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,98,-2073.757224,True,7.6079e-06,-0.322523,-15.815598000000001,-0.322523,-15.815598000000001,0.53608,0.25787899999999997,60.0,-9.564378,-1.525568,-11.089945,-0.030047000000000008,-0.043591000000000005,0.076181,0.167071,-0.92411,-0.53919,-1.4633,6.897856,6.345749,6.735637,6.387707,8.241943,6.8976869999999995,6.345142,6.735342999999999,6.387103,8.241943,0.26924000000000003,0.307064,0.279395,0.269331,0.307357,0.279539,0.0,0.0,0.0,36.524708000000004,15.28731,51.812018,36.535291,15.298969,51.834261,0.0,0.0,0.0,2.135472,0.970944,3.106416,2.163123,1.000493,3.163616,0.0,0.0,0.0,0.184123,0.03419,0.21831399999999998,0.0,0.0,0.0,0.45444399999999996,-0.024474,0.42996999999999996,4557.323414,1403.814781,5961.138196,-9194.989515000001,-695.628035,-8499.36148,262.801859,262.801859,0.0,-81.535795,-81.535795,0.0,991.381278,1026.34435,-34.963072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,98,-2074.204174,True,8.3856e-06,-0.232483,-16.043282,-0.232483,-16.043282,0.5414979999999999,0.260556,60.0,-9.831453999999999,-1.560196,-11.391651,-0.029825,-0.043512999999999996,0.07674,0.165304,-0.9437399999999999,-0.542918,-1.486658,6.922160000000001,6.35705,6.75725,6.398748,8.258867,6.921971000000001,6.3563849999999995,6.756927,6.398087,8.258867,0.27108000000000004,0.30844499999999997,0.281021,0.271179,0.30867,0.28115300000000004,0.0,0.0,0.0,37.361636,15.410793,52.772429,37.37321,15.418830999999999,52.79204100000001,0.0,0.0,0.0,2.07717,0.9425979999999999,3.019768,2.097384,0.972303,3.069687,0.0,0.0,0.0,0.23780900000000002,0.028206000000000002,0.266014,0.0,0.0,0.0,0.4682270000000001,-0.023275,0.4449520000000001,4593.53316,1399.287182,5992.820342,-9225.086292,-702.430271,-8522.656020999999,262.08856299999997,262.08856299999997,0.0,-80.86242299999998,-80.86242299999998,0.0,989.713945,1024.619299,-34.905353000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,98,-2074.49232,True,9.5894e-06,-0.13955,-16.263675,-0.13955,-16.263675,0.547569,0.263326,60.0,-10.131206,-1.59653,-11.727736,-0.029595,-0.043432,0.078434,0.163727,-0.969443,-0.547095,-1.516537,6.9470199999999975,6.368749,6.779413000000001,6.410186,8.275721,6.946835000000001,6.367993,6.779068,6.409435,8.275721,0.273557,0.31049899999999997,0.283298,0.27381,0.310627,0.283517,0.0,0.0,0.0,38.307457,15.570592999999999,53.87805,38.340781,15.573312,53.91409300000001,0.0,0.0,0.0,2.0627150000000003,0.927084,2.989799,2.084463,0.9569799999999999,3.041442,0.0,0.0,0.0,0.28785700000000003,0.025559000000000002,0.313416,0.0,0.0,0.0,0.434954,-0.023226,0.411728,4629.419951,1394.8013640000001,6024.221314,-9254.694293,-709.1634740000003,-8545.530819,261.362472,261.362472,0.0,-80.175535,-80.175535,0.0,988.0379949999999,1022.886156,-34.848161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
