neutron_number,proton_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
122,52,-1211.7447710000001,True,7.1017999999999995e-06,-0.6450560000000001,-19.956560999999997,-0.6450560000000001,-19.956560999999997,0.595651,0.476767,60.0,-6.81999,-2.709954,-9.529944,-0.052024,-0.083878,0.136374,0.143315,-1.048235,-0.540335,-1.58857,5.632999,5.024864,5.458361,5.077289,6.6993240000000025,5.632111,5.024523,5.457625,5.0769519999999995,6.6993240000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,2382.129557,754.899551,3137.0291079999997,-4805.69349,-350.392268,-4455.3012229999995,180.346968,180.346968,0.0,-55.543246999999994,-55.543246999999994,0.0,343.234405,361.71901299999996,-18.484607999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,52,-1212.958751,True,4.6588e-06,-0.305501,-20.450325,-0.305501,-20.450325,0.534842,0.472836,60.0,-5.480585,-2.676677,-8.157262,-0.052194000000000004,-0.083527,0.202807,0.141736,-1.174735,-0.534324,-1.709059,5.660947,5.040649,5.4849830000000015,5.092474,6.724894,5.658983999999999,5.040476,5.483509,5.092303,6.724894,-0.000685,0.00013000000000000002,-0.000482,-0.0005809999999999999,0.00013700000000000002,-0.00040199999999999996,0.0,0.0,0.0,-0.034352999999999995,0.002166,-0.032186,-0.029113999999999998,0.002286,-0.026827999999999998,0.0,0.0,0.0,0.001967,-0.000531,0.001437,0.002248,-0.000553,0.001695,0.0,0.0,0.0,-0.003871,0.00010800000000000001,-0.0037630000000000003,0.0,0.0,0.0,0.0060090000000000005,5.3e-05,0.006062,2424.8154719999998,750.838535,3175.6540059999998,-4844.097225,-357.99869900000016,-4486.098525,182.023708,182.023708,0.0,-58.780314000000004,-58.780314000000004,0.0,342.107394,360.54461000000003,-18.437216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,52,-1213.167256,True,6.0291e-06,0.057878,-20.866578,0.057878,-20.866578,0.517402,0.469418,60.0,-5.1462650000000005,-2.652361,-7.798625,-0.052019,-0.083078,0.234087,0.141311,-1.24127,-0.531892,-1.773162,5.694305,5.053922,5.514921,5.105175,6.750272,5.690221,5.053826,5.511909999999999,5.10508,6.750272,-0.002672,-0.001789,-0.002455,-0.0023,-0.0018739999999999998,-0.002195,0.0,0.0,0.0,-0.137719,-0.029977999999999998,-0.167697,-0.11835699999999999,-0.031406,-0.149764,0.0,0.0,0.0,0.001144,-0.000589,0.0005549999999999999,0.0015400000000000001,-0.000608,0.000932,0.0,0.0,0.0,-0.002646,0.000123,-0.002523,0.0,0.0,0.0,0.006719,5e-05,0.006768000000000001,2464.029974,747.150308,3211.180282,-4877.353663,-365.067722,-4512.285942,182.436804,182.436804,0.0,-61.048199,-61.048199,0.0,341.189307,359.582191,-18.392885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,52,-1212.2245699999999,True,8.7265e-06,0.317938,-21.235798000000006,0.317938,-21.235798000000006,0.46476300000000004,0.44625200000000004,60.0,-4.3056800000000015,-2.43465,-6.740330999999999,-0.050167,-0.081795,0.17566500000000002,0.146341,-0.99249,-0.527645,-1.520135,5.738211,5.064673,5.552033,5.115381,6.775459,5.7345239999999995,5.064669,5.549322,5.115377,6.775459,0.038901,0.036175,0.038245,0.038313,0.037808999999999995,0.038192000000000004,0.0,0.0,0.0,2.068381,0.608729,2.67711,2.034507,0.6362220000000001,2.67073,0.0,0.0,0.0,0.126152,0.016707,0.14285899999999999,0.139345,0.019388,0.15873299999999999,0.0,0.0,0.0,0.01908,0.0009689999999999999,0.020049,0.0,0.0,0.0,0.001053,2e-05,0.001073,2496.356424,743.825904,3240.1823289999998,-4904.187777,-371.029075,-4533.1587020000015,181.630208,181.630208,0.0,-62.11756,-62.11756,0.0,340.528697,358.884508,-18.355811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,52,-1211.2328400000001,True,8.324199999999999e-06,0.41371199999999997,-21.623549,0.41371199999999997,-21.623549,0.467624,0.3855,60.0,-4.467526,-1.884952,-6.352479,-0.048947000000000004,-0.07884,0.15103,0.163138,-0.9529610000000001,-0.5134479999999999,-1.466409,5.794498,5.074816,5.598324,5.124989,6.800461,5.792662,5.074974,5.597007,5.125145,6.800461,0.08518099999999999,0.075708,0.082957,0.086562,0.078999,0.084785,0.0,0.0,0.0,4.6905779999999995,1.279077,5.969655,4.763622,1.334754,6.098376,0.0,0.0,0.0,0.363294,0.054827,0.41812,0.40769,0.065626,0.47331599999999996,0.0,0.0,0.0,0.04924,0.0043939999999999995,0.05363300000000002,0.0,0.0,0.0,-0.003324,0.00024300000000000002,-0.003081,2522.038366,740.444852,3262.483218,-4923.873578,-375.837203,-4548.036375,179.449897,179.449897,0.0,-61.548427000000004,-61.548427000000004,0.0,340.074938,358.399275,-18.324337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,52,-1209.982943,True,7.1275e-06,0.554527,-21.931120999999997,0.554527,-21.931120999999997,0.4710430000000001,0.364759,60.0,-4.640291,-1.7183009999999999,-6.358592,-0.047816000000000004,-0.077431,0.13538599999999998,0.165458,-0.922251,-0.499911,-1.4221620000000001,5.844622,5.083945,5.640058,5.133594,6.8252809999999995,5.843393,5.0840760000000005,5.639178,5.133723000000002,6.8252809999999995,0.103881,0.088112,0.10026,0.106003,0.09159199999999999,0.102693,0.0,0.0,0.0,5.909233,1.493997,7.4032300000000015,6.027418,1.553089,7.580507000000001,0.0,0.0,0.0,0.356725,0.056880999999999994,0.41360600000000003,0.38831,0.069741,0.45805100000000004,0.0,0.0,0.0,-0.001258,0.003177,0.001918,0.0,0.0,0.0,-0.023037000000000002,1e-06,-0.023036,2549.7126829999997,737.538021,3287.250704,-4945.302131,-380.908573,-4564.393558,177.69616200000004,177.69616200000004,0.0,-61.423801,-61.423801,0.0,339.576877,357.867989,-18.291112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,54,-846.310133,True,4.989e-06,-13.770001999999998,2.298591,-13.770001999999998,2.298591,0.37409499999999996,0.695967,60.0,-1.488235,-4.419899,-5.9081339999999996,-0.094036,-0.109588,0.172394,0.207051,-0.509583,-0.99503,-1.504612,4.418419999999999,4.530417,4.475825,4.605961,5.6791480000000005,4.418154,4.529428,4.475187,4.604989,5.6791480000000005,-7.7e-05,2.2e-05,-2.5e-05,-9.300000000000001e-05,3.7e-05,-2.5e-05,0.0,0.0,0.0,-0.000986,0.00031099999999999997,-0.000675,-0.001191,0.000522,-0.000669,0.0,0.0,0.0,-0.00010400000000000001,-0.000215,-0.00032,-0.000122,-0.000225,-0.00034700000000000003,0.0,0.0,0.0,7.2e-05,0.000171,0.00024300000000000002,0.0,0.0,0.0,6e-06,0.00010700000000000001,0.000113,955.4835310000001,970.8666539999999,1926.3501850000002,-3267.619245,-142.407631,-3125.211614000001,156.29528100000005,156.29528100000005,0.0,-67.36988199999999,-67.36988199999999,0.0,413.446274,434.82872000000003,-21.382445999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,-872.837417,True,9.5342e-06,-13.075671,1.2830979999999998,-13.075671,1.2830979999999998,0.466873,0.6591020000000001,60.0,-2.278594,-4.025305,-6.3038989999999995,-0.09566000000000001,-0.107921,0.20683600000000002,0.230102,-0.709795,-0.9845389999999999,-1.694334,4.471921,4.5563,4.514308,4.6309580000000015,5.714644,4.471498,4.555530999999998,4.51371,4.6302010000000005,5.714644,0.119968,0.12188,0.12094200000000001,0.12298699999999999,0.12439700000000001,0.123705,0.0,0.0,0.0,1.634396,1.723703,3.3580980000000005,1.675207,1.758702,3.4339089999999994,0.0,0.0,0.0,0.028696,0.032228,0.060924,0.029943,0.033946,0.063889,0.0,0.0,0.0,0.0007599999999999999,0.0008900000000000002,0.00165,0.0,0.0,0.0,-7.099999999999999e-05,-4e-05,-0.00011,996.373208,962.9989199999999,1959.3721289999999,-3330.436178,-145.245102,-3185.191076,157.59878600000005,157.59878600000005,0.0,-62.921921999999995,-62.921921999999995,0.0,411.548002,432.873692,-21.325689999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,54,-898.1167820000003,True,7.4175e-06,-12.457813,0.263302,-12.457813,0.263302,0.5326420000000001,0.631854,60.0,-2.997304,-3.770921,-6.768225,-0.094654,-0.105873,0.202375,0.245034,-0.799632,-0.987084,-1.786716,4.523436,4.581957,4.552258,4.655741,5.749704,4.522768,4.580826999999998,4.551362,4.654629,5.749704,0.16405899999999998,0.163569,0.16381500000000002,0.167374,0.165182,0.166284,0.0,0.0,0.0,2.3715580000000003,2.3394169999999996,4.710975,2.418778,2.36131,4.780088,0.0,0.0,0.0,0.041163,0.046229,0.087392,0.041259,0.048863,0.09012200000000001,0.0,0.0,0.0,-0.000973,-0.000293,-0.001266,0.0,0.0,0.0,-0.000221,-0.000259,-0.00047999999999999996,1036.5075880000004,955.7889449999999,1992.2965329999997,-3393.044017,-147.986804,-3245.057213,159.864486,159.864486,0.0,-58.218326,-58.218326,0.0,409.53948399999996,430.80254699999995,-21.263063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,54,-921.8996789999999,True,9.2139e-06,-11.841287,-0.642239,-11.841287,-0.642239,0.6037100000000001,0.617296,60.0,-3.9344,-3.6474309999999996,-7.581831,-0.092636,-0.10447200000000001,0.165098,0.243912,-0.814859,-0.9687100000000001,-1.783569,4.566934,4.600382,4.5830910000000005,4.6734160000000005,5.784341,4.565661,4.598961,4.581747,4.672016999999999,5.784341,0.18174300000000002,0.179886,0.180841,0.183446,0.18090799999999999,0.182213,0.0,0.0,0.0,2.7736080000000003,2.593518,5.367127,2.798044,2.6066380000000002,5.404682,0.0,0.0,0.0,0.045254,0.050487,0.095742,0.043711,0.053201,0.096913,0.0,0.0,0.0,-0.001303,-0.000593,-0.0018960000000000001,0.0,0.0,0.0,-0.000129,-0.000291,-0.000421,1079.957876,950.3894720000001,2030.347348,-3456.509957,-151.647763,-3304.862194000001,161.953595,161.953595,0.0,-56.296888,-56.296888,0.0,407.971623,429.17905199999996,-21.207429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,54,-944.5448060000001,True,7.4726e-06,-11.335183,-1.5456299999999998,-11.335183,-1.5456299999999998,0.6625449999999999,0.613196,60.0,-4.8517269999999995,-3.6367339999999997,-8.48846,-0.090476,-0.10339200000000001,0.13259,0.241179,-0.819737,-0.959418,-1.7791549999999998,4.610342,4.61862,4.6142650000000005,4.690911,5.818569,4.609481,4.616887,4.612991,4.6892059999999995,5.818569,0.200774,0.197598,0.199267,0.202439,0.19780599999999998,0.200241,0.0,0.0,0.0,3.2302400000000002,2.871515,6.1017550000000025,3.255818,2.872384,6.128203,0.0,0.0,0.0,0.065147,0.066841,0.131987,0.066001,0.069436,0.135437,0.0,0.0,0.0,0.002362,0.001912,0.004274,0.0,0.0,0.0,0.00041799999999999997,0.0,0.00041900000000000016,1125.659003,945.860182,2071.519186,-3520.449406,-155.831769,-3364.617636,164.542199,164.542199,0.0,-56.377522,-56.377522,0.0,406.488352,427.647032,-21.15868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,54,-966.410717,True,5.95e-06,-10.911893,-2.489297,-10.911893,-2.489297,0.678701,0.6117130000000001,60.0,-5.1781690000000005,-3.650148,-8.828318,-0.08895700000000001,-0.10251400000000001,0.12809700000000002,0.23366900000000002,-0.853606,-0.9457639999999999,-1.7993709999999998,4.656865,4.6399050000000015,4.648978,4.7114139999999995,5.852399,4.6574800000000005,4.637682,4.648274,4.709225,5.852399,0.22843899999999998,0.22332,0.22606500000000002,0.232062,0.22174699999999997,0.227282,0.0,0.0,0.0,3.87489,3.275286,7.150175999999999,3.937382,3.249102,7.186485,0.0,0.0,0.0,0.10620399999999999,0.098425,0.204629,0.113501,0.10005499999999999,0.213556,0.0,0.0,0.0,0.010265,0.007542,0.017807,0.0,0.0,0.0,0.001504,0.000778,0.002282,1171.7922720000001,941.8768060000001,2113.669077,-3584.080094,-160.365373,-3423.7147200000004,167.657069,167.657069,0.0,-57.97071700000001,-57.97071700000001,0.0,404.94163599999996,426.055251,-21.113614000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,54,-987.493392,True,9.5151e-06,-10.473733,-3.34365,-10.473733,-3.34365,0.673783,0.611135,60.0,-5.185948000000002,-3.6727239999999997,-8.858672,-0.087541,-0.10169199999999999,0.134403,0.224456,-0.8907930000000001,-0.930459,-1.821252,4.698074,4.65806,4.679805,4.728839,5.885842,4.698951,4.65555,4.67914,4.726367,5.885842,0.242227,0.237339,0.240011,0.24606,0.2346550000000001,0.240893,0.0,0.0,0.0,4.3166970000000005,3.508189,7.824886,4.386652,3.464773,7.851425,0.0,0.0,0.0,0.128103,0.113719,0.241823,0.136447,0.11486199999999999,0.25131,0.0,0.0,0.0,0.014941999999999999,0.010815,0.025757,0.0,0.0,0.0,0.0019199999999999998,0.0012519999999999999,0.003173,1216.493557,937.702084,2154.195641,-3645.47439,-165.18938899999995,-3480.2850009999997,170.025629,170.025629,0.0,-59.085595,-59.085595,0.0,403.525246,424.58896100000004,-21.063715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,54,-1007.721706,True,9.272999999999999e-06,-10.026894,-4.07878,-10.026894,-4.07878,0.674275,0.600174,60.0,-5.297751,-3.578762,-8.876514,-0.085819,-0.10065199999999999,0.140335,0.22320700000000002,-0.92705,-0.9135340000000001,-1.840584,4.7308,4.669957,4.703518,4.740105000000002,5.9189089999999975,4.731395,4.667513,4.702755000000002,4.737698,5.9189089999999975,0.236565,0.233776,0.235328,0.240015,0.231508,0.236244,0.0,0.0,0.0,4.408322,3.4732019999999997,7.881523,4.473744,3.4359059999999997,7.909649000000001,0.0,0.0,0.0,0.118675,0.104852,0.2235280000000001,0.124605,0.106226,0.230831,0.0,0.0,0.0,0.013642,0.009498000000000001,0.02314,0.0,0.0,0.0,0.001385,0.0009480000000000001,0.002334,1260.233113,932.946019,2193.179132,-3704.811261,-170.259937,-3534.551324,171.532857,171.532857,0.0,-59.23506,-59.23506,0.0,402.329723,423.33896699999997,-21.009244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,54,-1027.077782,True,8.510399999999999e-06,-9.581963,-4.76131,-9.581963,-4.76131,0.6702199999999999,0.585962,60.0,-5.354712,-3.450018,-8.804730000000003,-0.083888,-0.099522,0.147955,0.22340700000000002,-0.9554549999999999,-0.893244,-1.8487,4.760324,4.679876,4.724885,4.749425,5.951611,4.760889,4.6776230000000005,4.724214,4.747205,5.951611,0.223681,0.22371300000000002,0.22369499999999998,0.2273010000000001,0.22246100000000002,0.225201,0.0,0.0,0.0,4.348318,3.337827,7.686145,4.419741999999999,3.315951,7.735692999999999,0.0,0.0,0.0,0.100695,0.09008300000000001,0.190778,0.10430199999999999,0.092106,0.196408,0.0,0.0,0.0,0.010602,0.007122,0.017724,0.0,0.0,0.0,0.000793,0.000538,0.0013310000000000002,1303.48675,928.0138810000001,2231.500631,-3762.8323149999997,-175.50634499999995,-3587.3259700000012,172.850851,172.850851,0.0,-59.134021,-59.134021,0.0,401.190501,422.143518,-20.953017000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,54,-1045.477865,True,7.3037e-06,-9.155972,-5.3880589999999975,-9.155972,-5.3880589999999975,0.66981,0.573271,60.0,-5.490842,-3.3449230000000005,-8.835764999999997,-0.081708,-0.09825,0.14486,0.22034299999999998,-0.949498,-0.866857,-1.816356,4.7876389999999995,4.688718,4.744814,4.757686,5.983957,4.78836,4.686708,4.7443599999999995,4.755705,5.983957,0.20481799999999997,0.208472,0.20637199999999997,0.208947,0.208578,0.20879,0.0,0.0,0.0,4.145899,3.1222,7.2681,4.230748,3.12111,7.351858,0.0,0.0,0.0,0.083344,0.07592,0.15926500000000002,0.085001,0.079024,0.164025,0.0,0.0,0.0,0.007436,0.004971,0.012407,0.0,0.0,0.0,0.00041900000000000016,0.000242,0.000661,1346.377942,923.022602,2269.400544,-3819.5327409999995,-180.909983,-3638.622758,174.05033899999995,174.05033899999995,0.0,-58.808427,-58.808427,0.0,400.06453999999997,420.959582,-20.895042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,54,-1062.9724640000004,True,9.8646e-06,-8.805856,-5.919925,-8.805856,-5.919925,0.6807989999999999,0.570365,60.0,-5.824679,-3.348164,-9.172842,-0.079573,-0.097163,0.128922,0.209091,-0.922104,-0.835216,-1.75732,4.81205,4.696023,4.76267,4.764434,6.015958,4.812515,4.694294999999999,4.7622089999999995,4.762731,6.015958,0.17586400000000002,0.18413,0.179308,0.179702,0.185784,0.18223499999999998,0.0,0.0,0.0,3.6989690000000004,2.7662259999999996,6.465195,3.780413,2.7890330000000003,6.569446000000001,0.0,0.0,0.0,0.069923,0.06368,0.133603,0.071315,0.06829400000000001,0.13960899999999998,0.0,0.0,0.0,0.005053,0.0035259999999999996,0.008579,0.0,0.0,0.0,0.000302,0.000105,0.000407,1388.258519,917.991461,2306.24998,-3874.4160509999997,-186.409897,-3688.0061539999997,174.926788,174.926788,0.0,-57.750187,-57.750187,0.0,398.947167,419.780351,-20.833184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,54,-1079.894408,True,9.7877e-06,-8.542977,-6.361603,-8.542977,-6.361603,0.686562,0.596717,60.0,-6.040458999999999,-3.676646,-9.717105,-0.07803500000000001,-0.096847,0.124129,0.186908,-0.928485,-0.814918,-1.7434029999999998,4.8341650000000005,4.7018379999999995,4.778787,4.769715,6.0476209999999995,4.833751,4.700355,4.777929,4.768253,6.0476209999999995,0.135192,0.147594,0.140257,0.137627,0.150561,0.14290799999999998,0.0,0.0,0.0,2.949409,2.222833,5.172242,3.002018,2.266091,5.268109,0.0,0.0,0.0,0.056009,0.049435,0.10544400000000001,0.05919500000000001,0.055015999999999995,0.114211,0.0,0.0,0.0,0.003282,0.002495,0.005777,0.0,0.0,0.0,0.000332,6.3e-05,0.000395,1428.608027,913.536248,2342.144275,-3927.676125,-192.02029,-3735.655835,175.48193999999995,175.48193999999995,0.0,-56.238730000000004,-56.238730000000004,0.0,397.854741,418.622546,-20.767805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,54,-1096.3214380000004,True,9.9527e-06,-8.291542999999999,-6.743874000000001,-8.291542999999999,-6.743874000000001,0.6632819999999999,0.670918,60.0,-5.774088,-4.609668,-10.383756,-0.076193,-0.097649,0.130919,0.152273,-0.928969,-0.8042090000000001,-1.733179,4.853511,4.704185,4.792049,4.771578,6.078956,4.852571,4.702605999999999,4.790848,4.770022,6.078956,0.07385499999999999,0.0846,0.07815599999999999,0.075986,0.087405,0.08055599999999999,0.0,0.0,0.0,1.668068,1.275393,2.943461,1.715544,1.316785,3.0323290000000003,0.0,0.0,0.0,0.023223,0.019954,0.043177,0.025754000000000003,0.022662,0.048416,0.0,0.0,0.0,0.0008810000000000002,0.0007830000000000001,0.001663,0.0,0.0,0.0,0.00031299999999999996,-2.4e-05,0.00028900000000000003,1469.103175,911.1208109999999,2380.223985,-3981.1043649999997,-198.104825,-3782.99954,175.845136,175.845136,0.0,-56.13433000000001,-56.13433000000001,0.0,396.965071,417.669363,-20.704292000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,54,-1112.243003,True,7.0816999999999995e-06,-7.926918,-7.292172,-7.926918,-7.292172,0.59887,0.7182109999999999,60.0,-4.860608,-5.265475,-10.126083,-0.073786,-0.097964,0.135027,0.135379,-0.86241,-0.799796,-1.662206,4.8776980000000005,4.709873,4.80975,4.776736,6.109972,4.877149,4.707918,4.808637999999998,4.774808,6.109972,0.001882,0.002188,0.002002,0.0019809999999999997,0.0022429999999999998,0.002084,0.0,0.0,0.0,0.044059,0.033063,0.07712100000000001,0.046377999999999996,0.033873,0.080251,0.0,0.0,0.0,-0.000712,-0.000334,-0.001046,-0.000737,-0.00035499999999999996,-0.001093,0.0,0.0,0.0,7.6e-05,9.1e-05,0.000167,0.0,0.0,0.0,0.00035,8e-06,0.00035800000000000003,1514.482286,909.228312,2423.710598,-4038.234326,-204.74805800000001,-3833.486268,177.89973500000005,177.89973500000005,0.0,-59.9295,-59.9295,0.0,396.09878,416.756033,-20.657253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,54,-1127.7699189999996,True,8.9804e-06,-7.384065,-7.994864,-7.384065,-7.994864,0.47122200000000003,0.731384,60.0,-3.049185,-5.4947019999999975,-8.543887,-0.072823,-0.097353,0.22660100000000002,0.129576,-0.894473,-0.791511,-1.685984,4.908518,4.722171,4.8342870000000016,4.788412999999999,6.140676,4.9084900000000005,4.7202980000000005,4.833533,4.7865660000000005,6.140676,-0.000533,-0.000604,-0.00056,-0.000552,-0.000615,-0.000576,0.0,0.0,0.0,-0.012965,-0.009170000000000001,-0.022134,-0.013413,-0.009342,-0.022755,0.0,0.0,0.0,-0.0009119999999999999,-0.000525,-0.001437,-0.000924,-0.000556,-0.00148,0.0,0.0,0.0,0.000328,5.400000000000001e-05,0.00038199999999999996,0.0,0.0,0.0,0.00011200000000000001,5.400000000000001e-05,0.000166,1560.116601,905.841074,2465.957675,-4095.1664880000003,-211.21763199999998,-3883.9488560000004,181.108405,181.108405,0.0,-64.405877,-64.405877,0.0,394.96623700000004,415.582531,-20.616294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,54,-1141.877574,True,8.4676e-06,-6.122061,-8.665677,-6.122061,-8.665677,0.427899,0.730358,60.0,-2.468771,-5.520201999999999,-7.988973,-0.074165,-0.096631,0.518365,0.12557100000000002,-1.2267860000000002,-0.777583,-2.004369,4.939918,4.73461,4.859437000000002,4.800233,6.171076,4.939659,4.732786,4.858573000000002,4.798433,6.171076,-0.000286,-0.000308,-0.000294,-0.000273,-0.00031299999999999996,-0.000288,0.0,0.0,0.0,-0.007208,-0.00471,-0.011918999999999999,-0.006903,-0.004777,-0.011679,0.0,0.0,0.0,-0.000975,-0.000543,-0.001518,-0.0009689999999999999,-0.000575,-0.001544,0.0,0.0,0.0,0.000352,5.3e-05,0.000405,0.0,0.0,0.0,0.00011,5.7999999999999994e-05,0.000169,1606.140377,901.837482,2507.977859,-4148.795145,-218.02820699999998,-3930.766939,183.182554,183.182554,0.0,-68.113476,-68.113476,0.0,393.863977,414.43349700000016,-20.56952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,54,-1151.6194369999996,True,9.4869e-06,-4.835102,-9.275274000000001,-4.835102,-9.275274000000001,0.369515,0.711037,60.0,-1.967295,-5.29027,-7.257565,-0.069405,-0.095567,0.174326,0.126604,-0.598301,-0.767364,-1.365665,4.9740400000000005,4.746219,4.886158,4.811237,6.201179,4.973486,4.744308,4.885088,4.809351,6.201179,3.8e-05,2e-06,2.5e-05,3.5e-05,-6e-06,2e-05,0.0,0.0,0.0,0.001004,2.5e-05,0.00103,0.0009050000000000001,-8.8e-05,0.000817,0.0,0.0,0.0,-0.000426,-8.1e-05,-0.0005070000000000001,-0.00042800000000000016,-8.7e-05,-0.000516,0.0,0.0,0.0,0.00025299999999999997,7.6e-05,0.00032900000000000003,0.0,0.0,0.0,-3.4e-05,1.9e-05,-1.4999999999999999e-05,1649.6038039999999,896.949762,2546.553566,-4195.159413,-225.088988,-3970.070424,182.393714,182.393714,0.0,-69.703851,-69.703851,0.0,392.919777,413.43219300000004,-20.512417000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,54,-1160.910842,True,8.093e-06,-4.5334330000000005,-10.017776,-4.5334330000000005,-10.017776,0.428316,0.60969,60.0,-2.6810240000000003,-4.003515,-6.6845399999999975,-0.068427,-0.092849,0.188308,0.151602,-0.747451,-0.747175,-1.494626,5.020563,4.768566000000001,4.924892,4.8328370000000005,6.230993,5.0204330000000015,4.767309,4.924341,4.831597,6.230993,0.08895800000000001,0.096948,0.091847,0.091326,0.10080499999999999,0.094753,0.0,0.0,0.0,2.432769,1.501815,3.9345839999999996,2.497384,1.560753,4.058137,0.0,0.0,0.0,0.08705700000000001,0.045906,0.132963,0.094734,0.051716,0.146451,0.0,0.0,0.0,0.004966,0.002526,0.007492,0.0,0.0,0.0,0.0008359999999999999,9.499999999999999e-05,0.0009310000000000001,1689.192259,888.320781,2577.51304,-4234.954181,-231.44955299999998,-4003.504628,181.069724,181.069724,0.0,-67.878106,-67.878106,0.0,391.517847,411.965139,-20.447291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,54,-1169.4872619999999,True,7.881499999999999e-06,-4.2355230000000015,-10.788165,-4.2355230000000015,-10.788165,0.49473500000000004,0.531764,60.0,-3.603783,-3.129429,-6.733211,-0.06791799999999999,-0.09035900000000001,0.17288800000000001,0.18002100000000001,-0.8255,-0.73314,-1.55864,5.068765,4.795482,4.966613,4.858955,6.260524,5.068644,4.794414,4.966144,4.857901999999998,6.260524,0.132021,0.13936099999999998,0.134623,0.134177,0.14302,0.137311,0.0,0.0,0.0,3.76565,2.183273,5.9489230000000015,3.826968,2.239602,6.06657,0.0,0.0,0.0,0.14991600000000002,0.07816100000000001,0.228077,0.1581,0.08597300000000001,0.244073,0.0,0.0,0.0,0.005203,0.004332,0.009535,0.0,0.0,0.0,-0.000721,0.000157,-0.0005639999999999999,1726.956846,879.546753,2606.5035989999997,-4273.858015,-237.13510699999998,-4036.7229079999997,180.772951,180.772951,0.0,-64.347647,-64.347647,0.0,389.733702,410.10582999999997,-20.372128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
