proton_number,neutron_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
36,72,-829.701375,True,9.9547e-06,-1.890618,-19.663336,-1.890618,-19.663336,0.785995,0.585657,60.0,-7.0913660000000025,-2.625676,-9.717042,-0.087118,-0.130631,0.137164,0.266488,-1.058068,-0.929856,-1.987924,4.836513,4.360692,4.683281,4.425543,5.714644,4.8356010000000005,4.358204,4.681881,4.423092,5.714644,-0.105911,-0.138348,-0.11528499999999994,-0.106943,-0.14058199999999998,-0.11665899999999994,0.0,0.0,0.0,-2.250341,-1.194804,-3.445145,-2.271407,-1.212711,-3.484118,0.0,0.0,0.0,-0.023496,-0.001988,-0.025485,-0.027612,-0.00169,-0.029302,0.0,0.0,0.0,-0.000281,0.0007469999999999999,0.000466,0.0,0.0,0.0,0.00134,2.9e-05,0.001368,1372.494279,544.953715,1917.447994,-3025.116513,-49.013053,-2976.103460000001,130.308737,130.308737,0.0,-28.257542,-28.257542,0.0,187.620916,200.648145,-13.027229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,74,-833.2350799999997,True,9.1229e-06,-1.7597490000000002,-20.511424,-1.7597490000000002,-20.511424,0.764725,0.626514,60.0,-6.880226,-3.057382,-9.937607,-0.084998,-0.128384,0.14086600000000002,0.217944,-1.057678,-0.8876860000000001,-1.945365,4.870861,4.372361,4.713523,4.4363150000000005,5.749704,4.869623000000002,4.371989,4.712549,4.435948000000002,5.749704,0.058855,0.081343,0.065188,0.059357000000000014,0.085284,0.06666,0.0,0.0,0.0,1.303567,0.7062609999999999,2.009828,1.314021,0.740348,2.054369,0.0,0.0,0.0,0.004898,-0.000256,0.004640999999999999,0.008329000000000001,-0.002064,0.006265,0.0,0.0,0.0,0.00191,-3.8e-05,0.001872,0.0,0.0,0.0,-0.0010960000000000002,1.3e-05,-0.001083,1406.733534,540.703104,1947.436639,-3060.633156,-52.243472,-3008.389684,131.154612,131.154612,0.0,-26.087429,-26.087429,0.0,186.777227,199.739233,-12.962006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,76,-836.676893,True,6.7862e-06,-1.477591,-21.155365,-1.477591,-21.155365,0.711858,0.596019,60.0,-6.05287,-2.820827,-8.873698,-0.083719,-0.125934,0.162972,0.2252,-1.0892879999999998,-0.859593,-1.948881,4.909938,4.395444,4.750645,4.458343,5.784341,4.908298,4.394978,4.749357,4.457884,5.784341,0.074371,0.099062,0.081165,0.07585900000000001,0.102451,0.083179,0.0,0.0,0.0,1.719018,0.869207,2.5882240000000003,1.752239,0.898756,2.650995,0.0,0.0,0.0,0.008489,-0.001033,0.007455,0.011358,-0.00336,0.007998,0.0,0.0,0.0,0.001825,-0.00017,0.001655,0.0,0.0,0.0,-0.001303,1.3e-05,-0.00129,1449.939289,536.183432,1986.122721,-3101.788611,-56.154681,-3045.633929,134.032364,134.032364,0.0,-30.034231,-30.034231,0.0,185.813443,198.723534,-12.910092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,78,-839.493208,True,4.2437e-06,-1.155545,-21.832091,-1.155545,-21.832091,0.660114,0.576288,60.0,-5.280147,-2.674787,-7.954934,-0.082526,-0.124162,0.189371,0.227339,-1.121706,-0.83844,-1.960146,4.948926,4.416308,4.787137,4.478195,5.818569,4.9455800000000005,4.415985,4.784676,4.477876,5.818569,0.079978,0.1025,0.086031,0.080318,0.10563,0.087127,0.0,0.0,0.0,1.927512,0.907939,2.835451,1.933089,0.935524,2.8686130000000003,0.0,0.0,0.0,0.009335,-0.002622,0.006712999999999999,0.006446,-0.004975,0.001471,0.0,0.0,0.0,0.001885,-0.000294,0.00159,0.0,0.0,0.0,-0.0016300000000000002,1.4e-05,-0.001616,1492.115133,531.7953809999998,2023.910515,-3141.316178,-60.072309,-3081.2438690000013,136.580251,136.580251,0.0,-33.658712,-33.658712,0.0,184.905997,197.76457,-12.858573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,80,-841.555452,True,8.6749e-06,-0.8452719999999999,-22.437876,-0.8452719999999999,-22.437876,0.614054,0.561037,60.0,-4.654392,-2.566964,-7.221356,-0.081012,-0.12262100000000001,0.197734,0.229244,-1.106296,-0.823415,-1.929711,4.993462999999998,4.4345360000000005,4.826934,4.4954550000000015,5.852399,4.988087999999999,4.434366000000002,4.823051,4.495286,5.852399,0.088536,0.104772,0.092789,0.087055,0.10778800000000001,0.092494,0.0,0.0,0.0,2.228054,0.93574,3.1637939999999998,2.186071,0.962599,3.148669,0.0,0.0,0.0,0.019344,-0.003676,0.015668,0.014937,-0.006043,0.008893999999999999,0.0,0.0,0.0,0.002482,-0.00037999999999999997,0.002101,0.0,0.0,0.0,-0.002576,9e-06,-0.002566,1531.69011,527.77442,2059.46453,-3177.387535000001,-63.82011,-3113.567425,138.271176,138.271176,0.0,-36.883706,-36.883706,0.0,184.13115,196.942328,-12.811179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,82,-842.973321,True,7.0224e-06,-0.5410010000000001,-23.444693,-0.5410010000000001,-23.444693,0.592567,0.586921,60.0,-4.392105,-2.814737,-7.206842,-0.079947,-0.122383,0.232137,0.208522,-1.183565,-0.8290709999999999,-2.012636,5.0189900000000005,4.449749,4.852407,4.509747,5.885842,5.0111930000000005,4.451003,4.847155,4.510984,5.885842,5e-06,6e-06,6e-06,5e-06,7.000000000000003e-06,5e-06,0.0,0.0,0.0,0.00013700000000000002,5.600000000000001e-05,0.000193,0.000127,6e-05,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.524489,523.576045,2102.100534,-3219.024331,-68.250603,-3150.773728,141.770578,141.770578,0.0,-41.792081,-41.792081,0.0,183.191457,195.949409,-12.757952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,84,-843.9597140000003,True,8.730599999999999e-06,-0.446539,-23.48456,-0.446539,-23.48456,0.551186,0.52388,60.0,-3.978935,-2.256583,-6.235518,-0.07635399999999999,-0.121622,0.17819300000000002,0.255052,-1.019292,-0.8400059999999999,-1.859298,5.099715,4.464647,4.917813,4.523735,5.9189089999999975,5.093277,4.464092,4.91299,4.523187,5.9189089999999975,-0.100833,-0.114523,-0.104218,-0.099676,-0.117971,-0.104207,0.0,0.0,0.0,-2.778969,-1.0367620000000002,-3.815731,-2.740157,-1.06771,-3.807866,0.0,0.0,0.0,0.093619,0.010626,0.104245,0.099261,0.01115,0.110411,0.0,0.0,0.0,-0.010148,-0.000367,-0.010514,0.0,0.0,0.0,-0.000907,9e-06,-0.000898,1601.774923,520.303048,2122.077971,-3238.498353,-70.576596,-3167.921757,139.018924,139.018924,0.0,-41.417603,-41.417603,0.0,182.954163,195.684771,-12.730609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,86,-844.728669,True,8.303500000000001e-06,-0.261734,-23.775037,-0.261734,-23.775037,0.5025470000000001,0.50453,60.0,-3.442024,-2.1103650000000003,-5.552389,-0.07337300000000001,-0.120619,0.180748,0.263402,-0.97179,-0.8315440000000001,-1.803334,5.167313,4.476995,4.973587,4.53521,5.951611,5.164291,4.475828,4.971064,4.534059,5.951611,-0.121163,-0.13077,-0.12346,-0.122416,-0.133629,-0.125098,0.0,0.0,0.0,-3.510018,-1.190401,-4.700419,-3.542145,-1.215796,-4.7579410000000015,0.0,0.0,0.0,0.124752,0.012704,0.137456,0.139025,0.013374,0.152399,0.0,0.0,0.0,-0.010252,-0.000101,-0.010353,0.0,0.0,0.0,-0.002533,-6e-05,-0.002593,1628.867422,517.336866,2146.204287,-3261.878660000001,-73.26258299999998,-3188.616078,137.844661,137.844661,0.0,-42.12219,-42.12219,0.0,182.578955,195.27748,-12.698524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,88,-845.118868,True,9.3025e-06,-0.044089,-24.113488,-0.044089,-24.113488,0.468433,0.493169,60.0,-3.10686,-2.032156,-5.139016000000002,-0.070627,-0.119683,0.193183,0.26307,-0.9575,-0.819945,-1.7774450000000002,5.231861,4.487205,5.0270470000000005,4.544580000000002,5.983957,5.230705,4.486008,5.025883,4.543399,5.983957,-0.129588,-0.134818,-0.130798,-0.13232,-0.137734,-0.133572,0.0,0.0,0.0,-3.937947,-1.232859,-5.170806,-4.0191930000000005,-1.258851,-5.278043,0.0,0.0,0.0,0.11768900000000004,0.009834,0.127523,0.13736600000000002,0.010691,0.148056,0.0,0.0,0.0,-0.002213,0.000562,-0.001651,0.0,0.0,0.0,-0.004902,-0.00014,-0.005041,1655.992497,514.532244,2170.524741,-3284.963423,-75.925383,-3209.03804,136.831329,136.831329,0.0,-42.815024,-42.815024,0.0,182.219968,194.887059,-12.667091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,90,-844.9859560000001,True,9.3548e-06,0.173761,-24.48379,0.173761,-24.48379,0.433438,0.489277,60.0,-2.774429,-2.012634,-4.787063,-0.067714,-0.118945,0.194378,0.25616,-0.906892,-0.808396,-1.715288,5.293199,4.495436,5.078071,4.551999,6.015958,5.292025,4.494628,5.076993,4.551201,6.015958,-0.12783,-0.129853,-0.12828299999999998,-0.130643,-0.13335,-0.13125,0.0,0.0,0.0,-4.06652,-1.191813,-5.258332,-4.154166,-1.223472,-5.377638,0.0,0.0,0.0,0.072168,0.003652,0.07582,0.086639,0.004725,0.091364,0.0,0.0,0.0,0.010879,0.0012289999999999998,0.012108,0.0,0.0,0.0,-0.006461,-0.000153,-0.006614,1683.011105,511.922311,2194.933417,-3307.710734,-78.549226,-3229.161508,135.917384,135.917384,0.0,-43.506731,-43.506731,0.0,181.883059,194.51967,-12.63661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,92,-844.364928,True,9.7567e-06,0.366338,-24.872562,0.366338,-24.872562,0.401022,0.499579,60.0,-2.483285,-2.105957,-4.589243,-0.064761,-0.118511,0.183957,0.241402,-0.839032,-0.8020510000000001,-1.641084,5.350802,4.5015,5.126178,4.55728,6.047621,5.349915,4.501298,5.1254620000000015,4.557081,6.047621,-0.114745,-0.115088,-0.114819,-0.116644,-0.119266,-0.117213,0.0,0.0,0.0,-3.813014,-1.059152,-4.872166,-3.87484,-1.097499,-4.972338,0.0,0.0,0.0,-0.004701,-0.004631000000000001,-0.009332,-0.008513,-0.003849,-0.012362,0.0,0.0,0.0,0.021757,0.001504,0.023261,0.0,0.0,0.0,-0.005711,-6.9e-05,-0.00578,1710.05704,509.647213,2219.704253000001,-3330.166815,-81.141003,-3249.025812000001,135.02383600000002,135.02383600000002,0.0,-44.275062,-44.275062,0.0,181.579187,194.186526,-12.607339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,30,-512.409683,True,8.3523e-06,-17.5987,2.475509,-17.5987,2.475509,0.53779,0.908704,60.0,-1.777578,-5.070508,-6.848086,-0.162703,-0.162852,0.298285,0.270014,-0.783568,-1.315453,-2.099021,3.823246,4.07599,3.966471,4.162215,4.897986,3.821619,4.0742,3.964751,4.160463,4.897986,6e-06,5e-06,6e-06,6e-06,5e-06,6e-06,0.0,0.0,0.0,3.4e-05,4.3e-05,7.7e-05,3.5e-05,4.3e-05,7.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,527.788849,668.587352,1196.376201,-1990.151252,-8.083955,-1982.067297,94.484071,94.484071,0.0,-30.524231,-30.524231,0.0,226.352634,241.188887,-14.836251999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,32,-546.56418,True,9.795e-06,-16.686685999999998,1.542834,-16.686685999999998,1.542834,0.608262,0.877433,60.0,-2.2658150000000004,-4.834948000000002,-7.1007630000000015,-0.16328900000000002,-0.159234,0.289899,0.25185100000000005,-0.919207,-1.1973129999999998,-2.11652,3.912427,4.098571,4.014548,4.183601,4.945542,3.9115,4.095707,4.0125470000000005,4.180795,4.945542,-0.188144,-0.17915699999999998,-0.183059,-0.191455,-0.178053,-0.183875,0.0,0.0,0.0,-1.162634,-1.442758,-2.605392,-1.182535,-1.431857,-2.614391,0.0,0.0,0.0,0.008144,0.004666,0.012809,0.008754999999999999,0.002851,0.011606,0.0,0.0,0.0,0.000605,0.00086,0.001466,0.0,0.0,0.0,-8.6e-05,-4.4e-05,-0.000131,562.1840559999998,673.835304,1236.019361,-2070.357443,-7.512005999999999,-2062.845437,99.416793,99.416793,0.0,-27.70815300000001,-27.70815300000001,0.0,225.28254500000003,240.150652,-14.868107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,34,-578.852905,True,8.7501e-06,-15.448382,0.304071,-15.448382,0.304071,0.638101,0.865374,60.0,-2.5912040000000003,-4.750114,-7.3413179999999985,-0.157136,-0.157653,0.340647,0.24339,-1.01616,-1.162077,-2.178237,3.970226,4.107829,4.043433,4.191942,4.9922010000000006,3.968904,4.105107,4.041361,4.189275,4.9922010000000006,-0.201915,-0.195665,-0.19851,-0.206687,-0.19498,-0.200312,0.0,0.0,0.0,-1.365171,-1.5828209999999998,-2.947993,-1.396508,-1.575191,-2.9717,0.0,0.0,0.0,0.00925,0.006572,0.015822,0.010825,0.005647,0.016472,0.0,0.0,0.0,0.001,0.00116,0.002161,0.0,0.0,0.0,-0.000138,-0.00014099999999999998,-0.00028,600.614706,673.0735950000002,1273.688301,-2144.743205,-7.13192,-2137.611284,102.095797,102.095797,0.0,-24.965315,-24.965315,0.0,224.59107200000003,239.452321,-14.86125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,36,-608.599892,True,9.3657e-06,-14.427047,-0.992567,-14.427047,-0.992567,0.678721,0.843403,60.0,-3.059919,-4.546426,-7.606345,-0.150547,-0.156459,0.280472,0.27035,-1.018865,-1.191005,-2.20987,4.005859,4.102452,4.055748,4.185944,5.038004,4.002421,4.098574,4.052082,4.182142,5.038004,-0.157652,-0.155878,-0.15672,-0.157882,-0.15399200000000002,-0.155838,0.0,0.0,0.0,-1.148959,-1.257666,-2.406625,-1.148658,-1.240104,-2.388762,0.0,0.0,0.0,-0.002777,-0.005516,-0.008293,-0.003272,-0.008058,-0.01133,0.0,0.0,0.0,0.000969,0.001085,0.002054,0.0,0.0,0.0,-3.1e-05,-3.4e-05,-6.500000000000001e-05,640.551187,668.065774,1308.616961,-2213.925224,-7.040742,-2206.884482,102.842097,102.842097,0.0,-20.603169,-20.603169,0.0,224.285658,239.11677200000003,-14.831113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,-637.18588,True,7.129700000000001e-06,-13.475210999999998,-2.343154,-13.475210999999998,-2.343154,0.574283,0.7045239999999999,60.0,-2.269726,-3.157394,-5.42712,-0.145304,-0.15720399999999998,0.427334,0.412924,-1.086264,-1.258494,-2.344758,4.153879,4.211992,4.1830370000000014,4.292642,5.0829879999999985,4.154554,4.212109,4.183431,4.292757,5.0829879999999985,0.422503,0.426263,0.424409,0.426163,0.42962,0.427915,0.0,0.0,0.0,3.494874,3.625323,7.120197,3.526293,3.654077,7.1803690000000016,0.0,0.0,0.0,0.100751,0.106285,0.207035,0.104384,0.109749,0.214133,0.0,0.0,0.0,0.013125,0.014091,0.027217,0.0,0.0,0.0,0.001779,0.001949,0.003727,696.9665610000003,679.937349,1376.90391,-2300.964263,-7.410264999999999,-2293.553998,115.133846,115.133846,0.0,-42.154061,-42.154061,0.0,221.666568,236.55152,-14.884951999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,40,-663.150488,True,8.6144e-06,-12.657919,-3.720715,-12.657919,-3.720715,0.698264,0.863793,60.0,-3.527268,-4.766926,-8.294194000000001,-0.138229,-0.156524,0.316179,0.271882,-1.112188,-1.258742,-2.37093,4.0806629999999995,4.103453,4.091782,4.185465,5.1271900000000015,4.076205,4.09981,4.087722,4.181893,5.1271900000000015,-5e-05,-5.9e-05,-5.400000000000001e-05,-4.3e-05,-5.7999999999999994e-05,-5e-05,0.0,0.0,0.0,-0.00041600000000000003,-0.000479,-0.000895,-0.00035800000000000003,-0.000465,-0.0008230000000000001,0.0,0.0,0.0,2.8000000000000013e-05,3.3e-05,5.9999999999999995e-05,2.3e-05,2.5e-05,4.9e-05,0.0,0.0,0.0,5e-06,1e-06,6e-06,0.0,0.0,0.0,-1.7e-05,-1.7e-05,-3.4e-05,718.283845,658.367876,1376.6517210000006,-2344.527062,-7.7871039999999985,-2336.739959,104.825063,104.825063,0.0,-12.665358,-12.665358,0.0,223.230273,237.979497,-14.749225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,42,-687.0123120000002,True,7.041e-06,-11.643434,-4.8798949999999985,-11.643434,-4.8798949999999985,0.694627,0.849865,60.0,-3.757614,-4.660847,-8.418461,-0.128408,-0.15496500000000002,0.204821,0.273345,-0.877792,-1.244972,-2.122765,4.12296,4.113112,4.118285,4.1942059999999985,5.170643,4.119805,4.109382,4.114858,4.190549,5.170643,4.3e-05,5.2e-05,4.7e-05,4.4e-05,5.2e-05,4.8e-05,0.0,0.0,0.0,0.000387,0.000424,0.000811,0.000399,0.000424,0.0008230000000000001,0.0,0.0,0.0,6.2e-05,5.8e-05,0.000119,6e-05,5.400000000000001e-05,0.000114,0.0,0.0,0.0,-2e-05,-1.7e-05,-3.7e-05,0.0,0.0,0.0,3.4e-05,2.5e-05,5.8e-05,764.972699,655.9972889999998,1420.9699890000006,-2412.45184,-8.685816,-2403.766025,108.121969,108.121969,0.0,-15.636527,-15.636527,0.0,222.525324,237.248725,-14.723401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,44,-709.2829019999997,True,8.1425e-06,-10.902126,-6.015924,-10.902126,-6.015924,0.733194,0.830119,60.0,-4.342427,-4.489308,-8.831736,-0.123796,-0.153498,0.15148599999999998,0.274514,-0.830975,-1.220897,-2.051872,4.162139,4.122833,4.14397,4.203014,5.213378,4.160454,4.119016,4.141303,4.199269,5.213378,-5e-06,-5e-06,-5e-06,-5e-06,-5e-06,-5e-06,0.0,0.0,0.0,-4.7e-05,-4.1e-05,-8.8e-05,-5.2e-05,-4.2e-05,-9.4e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,816.132452,653.869822,1470.002274,-2481.118942,-9.962854,-2471.156088,112.288018,112.288018,0.0,-21.394882,-21.394882,0.0,221.824238,236.524648,-14.70041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,46,-730.507113,True,9.6932e-06,-10.266952,-7.1233910000000025,-10.266952,-7.1233910000000025,0.694037,0.828309,60.0,-3.970925,-4.522065,-8.492991,-0.121303,-0.151722,0.159107,0.275956,-0.845543,-1.221932,-2.067476,4.200789,4.134193,4.170794,4.213432,5.255423,4.200069,4.130193,4.168603,4.209507,5.255423,-3.1e-05,-2.3e-05,-2.8000000000000013e-05,-2.6e-05,-2.3e-05,-2.5e-05,0.0,0.0,0.0,-0.00031600000000000004,-0.000192,-0.000508,-0.000267,-0.000187,-0.000454,0.0,0.0,0.0,8.3e-05,6e-05,0.000144,8.7e-05,6e-05,0.000147,0.0,0.0,0.0,6.8e-05,3.1e-05,9.9e-05,0.0,0.0,0.0,1.1e-05,1.5e-05,2.5e-05,865.9786789999997,651.609506,1517.588185,-2547.64062,-11.544065,-2536.096556,116.549852,116.549852,0.0,-27.504335,-27.504335,0.0,221.06027200000003,235.732492,-14.67222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,48,-750.774478,True,8.5341e-06,-9.534432,-8.206925,-9.534432,-8.206925,0.575279,0.8095479999999999,60.0,-2.7627,-4.3765410000000005,-7.139241,-0.119791,-0.149746,0.252802,0.275912,-0.915764,-1.197126,-2.11289,4.2388080000000015,4.1467230000000015,4.198368,4.225004,5.296806,4.238761,4.1425800000000015,4.196534,4.2209379999999985,5.296806,-5.400000000000001e-05,-4.6e-05,-5e-05,-5.2e-05,-5.1e-05,-5.1e-05,0.0,0.0,0.0,-0.000584,-0.000377,-0.00096,-0.000562,-0.000418,-0.00098,0.0,0.0,0.0,9.8e-05,6.2e-05,0.000161,0.000103,6.1e-05,0.000164,0.0,0.0,0.0,7.900000000000001e-05,2.8000000000000013e-05,0.000107,0.0,0.0,0.0,4e-06,1.5e-05,1.9e-05,914.337534,648.800527,1563.138061,-2612.197257,-13.405897,-2598.79136,120.858843,120.858843,0.0,-33.57842,-33.57842,0.0,220.256426,234.896474,-14.640047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,50,-769.314402,True,6.2137e-06,-8.049107000000001,-9.235152,-8.049107000000001,-9.235152,0.525148,0.780459,60.0,-2.26601,-4.114694,-6.380704,-0.121703,-0.148035,0.583249,0.277021,-1.265526,-1.161924,-2.42745,4.278557,4.160653,4.228047,4.237956,5.337552,4.278129,4.156518,4.226044,4.233896,5.337552,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,-1e-06,0.0,0.0,0.0,-1.5e-05,-1.2e-05,-2.7e-05,-1.4e-05,-1.2e-05,-2.6e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,961.179442,644.9057320000003,1606.085174,-2671.686799,-15.543847,-2656.142952,123.884253,123.884253,0.0,-38.218877,-38.218877,0.0,219.430002,234.027906,-14.597904000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,52,-783.0124,True,9.1056e-06,-6.542369,-10.173852,-6.542369,-10.173852,0.453564,0.758951,60.0,-1.856685,-3.947141,-5.803827,-0.1108,-0.14593,0.219907,0.282197,-0.677618,-1.153873,-1.831492,4.32449,4.175209,4.262098,4.251528,5.377686,4.3236919999999985,4.171321,4.260022,4.24771,5.377686,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,0.0,0.0,0.0,4.9e-05,3.3e-05,8.3e-05,5.5e-05,3.4e-05,8.8e-05,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1003.929086,639.689519,1643.618605,-2721.419743,-17.878594,-2703.541149,123.73038400000002,123.73038400000002,0.0,-39.974635,-39.974635,0.0,218.668308,233.209038,-14.540729999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,54,-795.386045,True,8.1572e-06,-5.8811620000000016,-11.03521,-5.8811620000000016,-11.03521,0.5333399999999999,0.745025,60.0,-2.6182380000000003,-3.883139,-6.501377,-0.108643,-0.142942,0.200711,0.28597399999999995,-0.800667,-1.152562,-1.953229,4.374435,4.190631,4.299468,4.265959,5.417229,4.37375,4.186997,4.2975970000000006,4.262389,5.417229,5e-06,5e-06,5e-06,5e-06,5e-06,5e-06,0.0,0.0,0.0,6.3e-05,4e-05,0.000104,6.9e-05,4.1e-05,0.000109,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1044.658964,634.006541,1678.6655050000006,-2765.477273,-20.366473000000006,-2745.1108,122.441269,122.441269,0.0,-40.463414,-40.463414,0.0,217.902474,232.379146,-14.476672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,56,-806.675033,True,8.8814e-06,-5.255714,-11.863131,-5.255714,-11.863131,0.605548,0.714391,60.0,-3.391677,-3.623374,-7.015051,-0.10811400000000004,-0.140851,0.236669,0.289485,-0.978881,-1.125882,-2.104763,4.426472,4.207351,4.339224,4.281671,5.456203,4.42583,4.204038,4.337535,4.278416,5.456203,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,0.0,0.0,0.0,2.8000000000000013e-05,1.8e-05,4.6e-05,2.8000000000000013e-05,1.8e-05,4.6e-05,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1083.317913,627.991601,1711.309513,-2807.312007,-22.921986,-2784.390021,121.551046,121.551046,0.0,-40.169157,-40.169157,0.0,217.065385,231.47667,-14.411285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,58,-816.491525,True,5.860700000000001e-06,-4.707825,-12.699195,-4.707825,-12.699195,0.713592,0.696873,60.0,-4.784246,-3.497211,-8.281457000000001,-0.106435,-0.138863,0.204184,0.293396,-1.03624,-1.116291,-2.152531,4.479704,4.227305,4.381535,4.30057,5.494628,4.479796,4.224149,4.380387000000002,4.297468,5.494628,6e-06,6e-06,6e-06,6e-06,6e-06,6e-06,0.0,0.0,0.0,8.8e-05,5.2e-05,0.00014,8.499999999999999e-05,5.3e-05,0.000138,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,1120.41072,621.8015,1742.21222,-2847.794162,-25.470463,-2822.323699,121.431393,121.431393,0.0,-37.939769,-37.939769,0.0,216.032782,230.373805,-14.341023000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
