proton_number,neutron_number,energy,converged,accuracy,chemical-pot_n,chemical-pot_p,Fermi-level_n,Fermi-level_p,pairing-gap_n,pairing-gap_p,pairing-cutoff,pairing-energy_n,pairing-energy_p,pairing-energy_t,effective-strength-G_n,effective-strength-G_p,LN-chemical-pot_n,LN-chemical-pot_p,LN-energy_n,LN-energy_p,LN-energy_t,rms-radius_n,rms-radius_p,rms-radius_t,charge-radius,nuclear-radius,LN-rms-radius_n,LN-rms-radius_p,LN-rms-radius_t,LN-charge-radius,LN-nuclear-radius,beta2-deformation_n,beta2-deformation_p,beta2-deformation_t,LN-beta2-deformation_n,LN-beta2-deformation_p,LN-beta2-deformation_t,dipole-moment_n,dipole-moment_p,dipole-moment_t,quadrupole-moment_n,quadrupole-moment_p,quadrupole-moment_t,LN-quadrupole-moment_n,LN-quadrupole-moment_p,LN-quadrupole-moment_t,octupole-moment_n,octupole-moment_p,octupole-moment_t,hexadecapole-moment_n,hexadecapole-moment_p,hexadecapole-moment_t,LN-hexadecapole-moment_n,LN-hexadecapole-moment_p,LN-hexadecapole-moment_t,q5-moment_n,q5-moment_p,q5-moment_t,q6-moment_n,q6-moment_p,q6-moment_t,q7-moment_n,q7-moment_p,q7-moment_t,q8-moment_n,q8-moment_p,q8-moment_t,kinetic-energy_n,kinetic-energy_p,kinetic-energy_t,volume-energy,rho-tau-energy,rho-rho-energy,surface-energy,rho-Delta-rho-energy,(Nabla-rho)^2-energy,spin-orbit-energy,rho-Nabla-J-energy,Nabla-rho-J-energy,coulomb-energy,direct-coulomb,exchange-coulomb,pairing-coulomb,tensor-energy,direct-hartree,extra-energy,external-field-energy,entropy_n,entropy_p,entropy_t
88,214,-1898.112705,True,9.577e-06,0.24432,-18.050137,0.24432,-18.050137,0.540977,0.33465,60.0,-8.843489,-2.273712,-11.1172,-0.033093,-0.049255,0.093866,0.107673,-0.994451,-0.523662,-1.5181129999999998,6.782792,6.161549,6.6078,6.203576,8.051007,6.781974000000001,6.157064,6.605987,6.199122,8.051007,0.214942,0.23271,0.219444,0.215744,0.227976,0.21884,0.0,0.0,0.0,26.696982,9.808146,36.505128000000006,26.79014500000001,9.594655,36.3848,0.0,0.0,0.0,1.717963,0.7706,2.488563,1.736162,0.76479,2.500951,0.0,0.0,0.0,-0.25755700000000004,0.083582,-0.173975,0.0,0.0,0.0,-0.148834,-0.006951000000000001,-0.15578499999999998,4290.550257,1231.542775,5522.093032,-8390.534145,-227.13644700000003,-8163.3976980000025,242.860231,242.860231,0.0,-77.389815,-77.389815,0.0,817.493305,848.493234,-30.999928000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,216,-1897.494141,True,9.8674e-06,0.321962,-18.253041,0.321962,-18.253041,0.54877,0.337334,60.0,-9.17995,-2.319084,-11.499034,-0.032805,-0.049069,0.088002,0.107322,-0.985902,-0.527986,-1.513889,6.8078660000000015,6.173659,6.630521000000001,6.215391,8.068741000000001,6.806796,6.169406,6.628595,6.211167,8.068741000000001,0.21533400000000005,0.234585,0.220165,0.215996,0.22990500000000005,0.219484,0.0,0.0,0.0,27.195541,9.926093,37.121635,27.270685,9.714649,36.985334,0.0,0.0,0.0,1.423615,0.690036,2.113651,1.430897,0.6813939999999999,2.112291,0.0,0.0,0.0,-0.317762,0.048216,-0.269546,0.0,0.0,0.0,-0.111859,-0.016301,-0.12816,4326.379816,1226.9703960000004,5553.3502119999985,-8419.693047,-231.049813,-8188.643234,242.995085,242.995085,0.0,-77.065368,-77.065368,0.0,815.9319,846.876768,-30.944868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,218,-1896.756473,True,9.3793e-06,0.391292,-18.442941,0.391292,-18.442941,0.557697,0.335148,60.0,-9.568072,-2.2996950000000003,-11.867767,-0.032507,-0.048843,0.08359,0.109516,-0.986543,-0.530906,-1.51745,6.832341,6.184499,6.6525,6.225947,8.086397,6.831169,6.180492,6.65057,6.221966,8.086397,0.213873,0.234444,0.218985,0.214406,0.229879,0.218249,0.0,0.0,0.0,27.457476,9.955005,37.412481,27.51647,9.748499,37.264969,0.0,0.0,0.0,1.109316,0.606183,1.7155,1.101194,0.595726,1.6969189999999998,0.0,0.0,0.0,-0.340645,0.017138,-0.323508,0.0,0.0,0.0,-0.067197,-0.022724,-0.089922,4361.754235,1222.405751,5584.159985,-8448.313858,-234.919665,-8213.394193,243.014022,243.014022,0.0,-76.70360699999998,-76.70360699999998,0.0,814.4722009999997,845.363555,-30.891354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,220,-1895.918783,True,9.8817e-06,0.456064,-18.622633,0.456064,-18.622633,0.565398,0.329323,60.0,-9.926446,-2.231406,-12.157852,-0.032204,-0.048603,0.08153400000000001,0.113646,-0.996842,-0.532695,-1.529536,6.85637,6.194116,6.673864,6.235289,8.103976,6.855250999999999,6.190341,6.672041,6.231539,8.103976,0.21088,0.23257,0.216219,0.211334,0.22810100000000005,0.215458,0.0,0.0,0.0,27.514241,9.906171,37.420412,27.56441400000001,9.703944,37.268358,0.0,0.0,0.0,0.793227,0.5247069999999999,1.317934,0.767321,0.513522,1.280843,0.0,0.0,0.0,-0.329204,-0.008027,-0.33723000000000003,0.0,0.0,0.0,-0.020477,-0.026257,-0.046733,4396.637266,1217.933491,5614.570757,-8476.454209,-238.741748,-8237.712462000001,242.933208,242.933208,0.0,-76.398274,-76.398274,0.0,813.117124,843.9568730000003,-30.83975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,222,-1894.975516,True,8.9265e-06,0.519854,-18.796192,0.519854,-18.796192,0.5730810000000001,0.321825,60.0,-10.29554,-2.141035,-12.436576,-0.031899000000000004,-0.048374,0.080595,0.119442,-1.011644,-0.535092,-1.546736,6.8799740000000025,6.202703,6.694684,6.243607,8.121478999999999,6.878958,6.19915,6.693002000000001,6.240078,8.121478999999999,0.206524,0.229169,0.212042,0.206978,0.224738,0.211303,0.0,0.0,0.0,27.37833,9.788383,37.166713,27.430439,9.58812,37.018559,0.0,0.0,0.0,0.495492,0.448826,0.944318,0.4531979999999999,0.437712,0.8909100000000001,0.0,0.0,0.0,-0.288973,-0.027180000000000003,-0.316152,0.0,0.0,0.0,0.021744,-0.027227,-0.005483,4431.177019,1213.586094,5644.763113,-8504.212776,-242.526366,-8261.68641,242.794626,242.794626,0.0,-76.18345500000002,-76.18345500000002,0.0,811.846287,842.636136,-30.789849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,110,-1513.277214,True,9.7309e-06,-10.340886,0.8345469999999999,-10.340886,0.8345469999999999,0.479066,0.53586,60.0,-4.10308,-4.408482,-8.511562,-0.055935000000000006,-0.065135,0.122086,0.130605,-0.72685,-0.78464,-1.51149,5.556067,5.537036,5.547511,5.596327,7.017643,5.556853,5.53431,5.54672,5.593629,7.017643,0.221356,0.223505,0.22232,0.222777,0.22167,0.222281,0.0,0.0,0.0,9.482635,7.780284,17.262919,9.546224,7.708788,17.255013,0.0,0.0,0.0,0.098635,0.148573,0.247208,0.092684,0.150833,0.243517,0.0,0.0,0.0,-0.02941,-0.016669,-0.046079,0.0,0.0,0.0,-0.00505,-0.00755,-0.0126,2146.2934760000007,1563.346334,3709.63981,-6303.065022,-32.602628,-6270.462394,205.406648,205.406648,0.0,-68.287547,-68.287547,0.0,953.051949,988.395631,-35.343682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,112,-1533.755235,True,7.589500000000003e-06,-10.18004,0.5185960000000001,-10.18004,0.5185960000000001,0.50681,0.498273,60.0,-4.666725,-3.886297,-8.553022,-0.05504,-0.063885,0.11064,0.136515,-0.742955,-0.737434,-1.480389,5.567376,5.538275,5.554429,5.597322,7.0409570000000015,5.567568,5.5361080000000005,5.553573,5.595177,7.0409570000000015,0.193481,0.197223,0.195139,0.194527,0.196608,0.195448,0.0,0.0,0.0,8.473608,6.8684699999999985,15.342078,8.52,6.841672999999999,15.361673,0.0,0.0,0.0,0.058646,0.11096,0.169606,0.054924,0.112834,0.167758,0.0,0.0,0.0,-0.026064,-0.016392,-0.042455,0.0,0.0,0.0,-0.0035310000000000007,-0.005915,-0.009445,2192.240987,1555.849492,3748.090479,-6362.886193,-34.766543,-6328.11965,206.673584,206.673584,0.0,-67.1524,-67.1524,0.0,951.552708,986.830543,-35.277836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,114,-1554.001621,True,8.7255e-06,-9.998456,0.195185,-9.998456,0.195185,0.499099,0.49155,60.0,-4.580894,-3.813955,-8.394849,-0.054378,-0.06335199999999999,0.120776,0.135822,-0.7742220000000001,-0.718953,-1.493175,5.581743,5.542903,5.564641,5.601671,7.064118,5.581578,5.541126,5.563768,5.5999120000000016,7.064118,0.169378,0.174847,0.171772,0.170296,0.174898,0.17231,0.0,0.0,0.0,7.589463999999999,6.0993660000000025,13.68883,7.630176,6.097253,13.727429,0.0,0.0,0.0,0.005392,0.063452,0.068845,0.000545,0.065549,0.066094,0.0,0.0,0.0,-0.022432,-0.016523,-0.038956,0.0,0.0,0.0,-0.001901,-0.004044,-0.005945000000000001,2237.071829,1549.2220519999994,3786.293882,-6422.316067,-37.01922800000001,-6385.296839,208.466538,208.466538,0.0,-66.309083,-66.309083,0.0,949.751133,984.963528,-35.212395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,116,-1573.889603,True,9.7559e-06,-9.779461,-0.147326,-9.779461,-0.147326,0.473216,0.4995350000000001,60.0,-4.1788370000000015,-3.942213,-8.12105,-0.053587,-0.06329800000000001,0.141326,0.131867,-0.7981659999999999,-0.715958,-1.514124,5.597275,5.548774,5.576137,5.60725,7.087128999999999,5.59733,5.547373,5.5755589999999975,5.605864,7.087128999999999,0.14615899999999998,0.152545,0.148922,0.147529,0.152988,0.14989,0.0,0.0,0.0,6.701123,5.332674,12.033796,6.764061999999999,5.34546,12.109522,0.0,0.0,0.0,-0.063079,0.003628,-0.059451,-0.075258,0.005721,-0.069537,0.0,0.0,0.0,-0.015497,-0.014178,-0.029675,0.0,0.0,0.0,-0.000253,-0.002149,-0.002403,2282.159337,1543.040537,3825.199874,-6481.534164,-39.407377,-6442.126787,210.525604,210.525604,0.0,-66.29646600000001,-66.29646600000001,0.0,947.850724,982.999143,-35.148419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,118,-1593.219843,True,9.4867e-06,-9.563204,-0.490958,-9.563204,-0.490958,0.447361,0.509564,60.0,-3.821646,-4.100949,-7.922596,-0.052368,-0.063316,0.145263,0.127045,-0.766033,-0.716767,-1.4828,5.612677,5.554747,5.587685,5.612931,7.109991,5.61313,5.55371,5.587497,5.611904,7.109991,0.120693,0.127546,0.123623,0.122518,0.12795,0.12484,0.0,0.0,0.0,5.659962,4.468357,10.12832,5.746477,4.480839,10.227316,0.0,0.0,0.0,-0.113842,-0.045125,-0.158968,-0.13229200000000002,-0.044626,-0.17691800000000002,0.0,0.0,0.0,-0.00686,-0.009293,-0.016153,0.0,0.0,0.0,0.000755,-0.000667,8.8e-05,2328.123931,1537.019039,3865.14297,-6540.475747,-41.961616,-6498.514132,212.628592,212.628592,0.0,-67.0744,-67.0744,0.0,945.964138,981.05065,-35.086512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,120,-1612.105093,True,9.5705e-06,-9.418728,-0.819687,-9.418728,-0.819687,0.4268770000000001,0.526017,60.0,-3.55019,-4.361788,-7.911977,-0.051328,-0.063436,0.133179,0.124414,-0.712666,-0.732078,-1.444743,5.627804,5.560654,5.599124,5.618547,7.132706,5.628443,5.55999,5.599208999999999,5.617891,7.132706,0.090791,0.097945,0.093815,0.092273,0.09826,0.094803,0.0,0.0,0.0,4.353231,3.438628,7.791859,4.425303,3.448871,7.874174000000001,0.0,0.0,0.0,-0.116204,-0.061001,-0.177205,-0.131198,-0.062907,-0.194104,0.0,0.0,0.0,-0.000981,-0.004256,-0.005236,0.0,0.0,0.0,0.000768,-2e-06,0.000767,2374.271234,1531.26673,3905.537964,-6598.795687,-44.663059,-6554.132627,214.589019,214.589019,0.0,-68.195705,-68.195705,0.0,944.116036,979.141522,-35.025486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,122,-1631.055762,True,8.3461e-06,-9.333554,-1.175011,-9.333554,-1.175011,0.401072,0.566543,60.0,-3.053411,-5.042506,-8.095916,-0.05268200000000002,-0.063653,0.17688800000000002,0.105918,-0.792419,-0.72858,-1.520999,5.6444300000000025,5.567698,5.611983,5.625289,7.155278,5.6450239999999985,5.567097,5.612074,5.624695,7.155278,-0.061274,-0.064326,-0.06254900000000001,-0.06318700000000001,-0.064171,-0.063598,0.0,0.0,0.0,-3.004598,-2.26406,-5.268658,-3.099079,-2.258128,-5.357207,0.0,0.0,0.0,-0.041015,-0.018580000000000003,-0.059595,-0.045884,-0.02095,-0.066834,0.0,0.0,0.0,0.001893,0.001405,0.003298,0.0,0.0,0.0,0.000407,0.000324,0.00073,2418.7993690000008,1526.388752,3945.188121,-6655.876514000001,-47.445489,-6608.431025,216.210211,216.210211,0.0,-69.190913,-69.190913,0.0,942.230248,977.192741,-34.962493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,124,-1649.790842,True,9.2276e-06,-9.043077,-1.58361,-9.043077,-1.58361,0.328072,0.5728270000000001,60.0,-2.076235,-5.175045,-7.25128,-0.05184,-0.06340599999999999,0.229863,0.106302,-0.7574850000000001,-0.7488020000000001,-1.5062870000000002,5.662287,5.576016,5.626166,5.633293,7.177708999999999,5.662269,5.575794,5.6260629999999985,5.633074,7.177708999999999,4e-06,4e-06,4e-06,4e-06,4e-06,4e-06,0.0,0.0,0.0,0.000195,0.000155,0.00035,0.000203,0.000156,0.000359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2458.457751000001,1519.304176,3977.7619270000014,-6708.770367,-50.263661,-6658.506706,216.712623,216.712623,0.0,-67.018446,-67.018446,0.0,940.280988,975.173514,-34.892527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,126,-1667.260217,True,7.1849e-06,-7.4819369999999985,-1.990021,-7.4819369999999985,-1.990021,0.353454,0.570347,60.0,-2.344574,-5.165965,-7.510539,-0.053285,-0.06296900000000001,0.587438,0.103681,-1.23173,-0.73846,-1.97019,5.6832379999999985,5.585962,5.64291,5.64291,7.2,5.682462,5.585843,5.642405,5.642792,7.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-6e-06,-5e-06,-1e-05,-5e-06,-5e-06,-1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2499.175538,1513.069681,4012.245219,-6758.990165,-53.190246,-6705.799918,215.85376800000003,215.85376800000003,0.0,-65.512447,-65.512447,0.0,938.624136,973.443125,-34.818989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,128,-1679.537238,True,5.9585000000000015e-06,-6.0677970000000006,-2.428504,-6.0677970000000006,-2.428504,0.430093,0.574028,60.0,-3.583092,-5.268462,-8.851553,-0.051626,-0.062544,0.167304,0.103207,-0.691021,-0.742136,-1.433157,5.706371,5.598375,5.662035,5.65497,7.222154,5.705922,5.5983160000000005,5.661745,5.654911,7.222154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,4e-06,8e-06,5e-06,4e-06,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,2545.558026,1506.439161,4051.997188,-6808.496704000001,-56.268903,-6752.227801000001,215.859773,215.859773,0.0,-65.13813,-65.13813,0.0,936.525346,971.264706,-34.73936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,130,-1691.193212,True,7.6844e-06,-6.2560449999999985,-2.915338,-6.2560449999999985,-2.915338,0.425445,0.517072,60.0,-3.776111,-4.3490980000000015,-8.125209,-0.047934,-0.061476,0.12401600000000006,0.109601,-0.641211,-0.683245,-1.324456,5.737585,5.617584,5.6888,5.67376,7.244173,5.737177,5.61685,5.68826,5.673033,7.244173,0.078588,0.089473,0.08292999999999999,0.079674,0.090931,0.084164,0.0,0.0,0.0,4.2429489999999985,3.205855,7.448803999999999,4.300947,3.257251,7.558198,0.0,0.0,0.0,0.446365,0.29972,0.746085,0.474459,0.305216,0.779676,0.0,0.0,0.0,0.106574,0.062022,0.168597,0.0,0.0,0.0,0.022716,0.011691,0.034407,2588.902295,1499.865345,4088.767639,-6855.253988,-59.252994,-6796.000994,215.393332,215.393332,0.0,-65.011638,-65.011638,0.0,934.361108,969.014261,-34.653153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,132,-1704.099998,True,8.0002e-06,-6.439807,-3.490474,-6.439807,-3.490474,0.410393,0.4531560000000001,60.0,-3.600083,-3.4532199999999995,-7.053303,-0.046783,-0.059466,0.134439,0.120719,-0.668265,-0.629183,-1.297447,5.773625,5.643122,5.7210769999999975,5.69882,7.2660589999999985,5.772888,5.642132,5.720239,5.69784,7.2660589999999985,0.126903,0.142691,0.13313,0.127425,0.144137,0.134017,0.0,0.0,0.0,7.044546,5.159279,12.203825,7.071731,5.20974,12.281471,0.0,0.0,0.0,0.8519200000000001,0.570554,1.422473,0.879548,0.584058,1.463607,0.0,0.0,0.0,0.218053,0.134429,0.352482,0.0,0.0,0.0,0.047557,0.030697,0.07825399999999999,2631.858336,1494.8037880000006,4126.662124,-6903.762931,-62.288496,-6841.474434999999,216.559079,216.559079,0.0,-66.82737,-66.82737,0.0,931.61985,966.195098,-34.575249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,134,-1717.015748,True,9.0943e-06,-6.419665,-4.1611379999999984,-6.419665,-4.1611379999999984,0.413509,0.394406,60.0,-3.682976,-2.706346,-6.389322,-0.046427,-0.057478,0.13330899999999998,0.129922,-0.688758,-0.581879,-1.270637,5.809069,5.669283,5.753313,5.724501,7.287814,5.808742,5.668929,5.752975,5.72415,7.287814,0.161449,0.179149,0.168354,0.161953,0.180775,0.169296,0.0,0.0,0.0,9.210088,6.5376650000000005,15.747753,9.237795,6.5961729999999985,15.833968,0.0,0.0,0.0,1.1876520000000002,0.791932,1.979584,1.224517,0.817854,2.042371,0.0,0.0,0.0,0.331671,0.212869,0.5445399999999999,0.0,0.0,0.0,0.085342,0.05925800000000001,0.1446,2678.715874,1490.051189,4168.767063,-6955.128545999999,-65.53428100000001,-6889.594266,219.139948,219.139948,0.0,-70.78125899999998,-70.78125899999998,0.0,928.647004,963.152355,-34.505351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,136,-1729.9323969999994,True,6.5403e-06,-6.3049620000000015,-4.872363,-6.3049620000000015,-4.872363,0.403304,0.351852,60.0,-3.479092,-2.19984,-5.678933,-0.046752,-0.056277,0.150213,0.149836,-0.733118,-0.569608,-1.302726,5.844954,5.6958980000000015,5.786055,5.750636,7.309439,5.845181,5.696006,5.786236,5.750743,7.309439,0.191521,0.20973000000000008,0.198548,0.192331,0.211475,0.199719,0.0,0.0,0.0,11.226078,7.725686,18.951764,11.274428,7.790274,19.064702,0.0,0.0,0.0,1.522363,1.002649,2.525012,1.573407,1.038594,2.612001,0.0,0.0,0.0,0.470946,0.30357399999999995,0.77452,0.0,0.0,0.0,0.147115,0.099644,0.24676,2725.723264,1485.082276,4210.80554,-7006.4056599999985,-68.881827,-6937.523831999999,221.964483,221.964483,0.0,-74.941991,-74.941991,0.0,925.626889,960.063115,-34.436226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,138,-1742.3796109999994,True,8.5295e-06,-6.046708,-5.501126,-6.046708,-5.501126,0.39717,0.342616,60.0,-3.368504,-2.089523,-5.458026,-0.046829,-0.056178,0.15515,0.164251,-0.743698,-0.5914510000000001,-1.335149,5.876797,5.717867,5.814581,5.772173,7.3309380000000015,5.876994,5.717651,5.814617,5.771959,7.3309380000000015,0.211499,0.228849,0.218122,0.212258,0.230025,0.219039,0.0,0.0,0.0,12.716817,8.495136,21.211953,12.763341,8.538122999999999,21.301464000000006,0.0,0.0,0.0,1.6988900000000002,1.101101,2.799991,1.749268,1.136866,2.886134,0.0,0.0,0.0,0.519117,0.336318,0.8554350000000001,0.0,0.0,0.0,0.163025,0.112409,0.275434,2771.481572,1479.444034,4250.925607,-7056.434195999997,-72.28626700000002,-6984.1479290000025,224.075845,224.075845,0.0,-77.05752199999998,-77.05752199999998,0.0,922.90383,957.26789,-34.364059999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,140,-1754.181412,True,8.2035e-06,-5.76009,-6.050415,-5.76009,-6.050415,0.397688,0.35077800000000003,60.0,-3.389981,-2.169849,-5.5598300000000025,-0.046654,-0.056707000000000014,0.151603,0.167921,-0.7457050000000001,-0.620819,-1.366524,5.905743,5.7367550000000005,5.840199,5.790661,7.352311,5.905821,5.7360440000000015,5.839974,5.789957,7.352311,0.225575,0.241917,0.231745,0.226201,0.242398,0.232316,0.0,0.0,0.0,13.895619,9.039641,22.93526,13.934581,9.055379,22.98996,0.0,0.0,0.0,1.759683,1.125566,2.885249,1.805204,1.159489,2.964693,0.0,0.0,0.0,0.492545,0.325604,0.818149,0.0,0.0,0.0,0.139649,0.102626,0.242275,2816.467474,1473.649697,4290.11717,-7105.420369,-75.749728,-7029.670642,225.710435,225.710435,0.0,-78.05242,-78.05242,0.0,920.390126,954.680558,-34.290432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,142,-1765.408993,True,8.799e-06,-5.485846,-6.541082,-5.485846,-6.541082,0.400971,0.369331,60.0,-3.460381,-2.3757330000000003,-5.836114,-0.046462,-0.057416,0.152599,0.162983,-0.760083,-0.649652,-1.409735,5.9336,5.7545480000000016,5.864789,5.8080669999999985,7.37356,5.933679,5.753245,5.864342,5.806776,7.37356,0.23709,0.252793,0.2429550000000001,0.237843,0.252483,0.24330900000000005,0.0,0.0,0.0,14.953666,9.504752,24.458418,15.001570999999998,9.488774,24.490345,0.0,0.0,0.0,1.757846,1.1137629999999998,2.871609,1.801903,1.145594,2.9474970000000003,0.0,0.0,0.0,0.427762,0.294838,0.7226,0.0,0.0,0.0,0.099813,0.083582,0.183395,2860.766685,1467.966982,4328.733666,-7153.3756,-79.261759,-7074.1138409999985,227.093562,227.093562,0.0,-78.571552,-78.571552,0.0,917.95678,952.17322,-34.216439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,144,-1776.080925,True,9.0423e-06,-5.220022,-6.984357000000001,-5.220022,-6.984357000000001,0.402224,0.391828,60.0,-3.498714,-2.6508830000000003,-6.149597,-0.046241,-0.057916,0.156069,0.151124,-0.778404,-0.666783,-1.445187,5.960642,5.771685,5.888684,5.824825,7.394688,5.9608,5.7699099999999985,5.888113,5.823067,7.394688,0.246637,0.26226700000000003,0.252412,0.24764,0.261284,0.252679,0.0,0.0,0.0,15.919033,9.919765,25.838798,15.984609,9.876495,25.861104,0.0,0.0,0.0,1.705514,1.0752,2.780714,1.748107,1.105455,2.853562,0.0,0.0,0.0,0.340323,0.252405,0.5927279999999999,0.0,0.0,0.0,0.055417,0.06084700000000001,0.116263,2904.742039,1462.398619,4367.140658,-7200.578948,-82.831663,-7117.747284,228.334735,228.334735,0.0,-78.960004,-78.960004,0.0,915.577418,949.720196,-34.142778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,146,-1786.214153,True,9.2201e-06,-4.947025,-7.390297,-4.947025,-7.390297,0.4055760000000001,0.416132,60.0,-3.571775,-2.981631,-6.553406,-0.046053,-0.058078,0.163131,0.136027,-0.8101149999999999,-0.673284,-1.483399,5.9862720000000005,5.787708,5.911335,5.840481,7.415696,5.9865900000000005,5.78565,5.9107660000000015,5.838442,7.415696,0.253342,0.26934600000000003,0.259193,0.254442,0.267898,0.259358,0.0,0.0,0.0,16.72179,10.244167,26.965957,16.796189000000002,10.181829,26.978017,0.0,0.0,0.0,1.5983379999999998,1.007201,2.60554,1.6348200000000002,1.036034,2.670853,0.0,0.0,0.0,0.239599,0.201254,0.440853,0.0,0.0,0.0,0.014013,0.037158,0.051172,2948.902003,1456.791679,4405.693682,-7247.337638,-86.48005,-7160.857587,229.511013,229.511013,0.0,-79.31660500000002,-79.31660500000002,0.0,913.272199,947.341488,-34.069289000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,148,-1795.757382,True,9.4405e-06,-4.669403,-7.770202999999999,-4.669403,-7.770202999999999,0.419645,0.43847,60.0,-3.846895,-3.316774,-7.1636690000000005,-0.045778,-0.057965,0.16436900000000002,0.121287,-0.835517,-0.670559,-1.506077,6.009775,5.801878,5.932015,5.854303,7.436585000000001,6.010035,5.7995550000000025,5.93132,5.852002,7.436585000000001,0.255813,0.272214,0.261746,0.256787,0.270395,0.261707,0.0,0.0,0.0,17.250842000000002,10.404007,27.654849,17.318014,10.32621,27.644224,0.0,0.0,0.0,1.430388,0.904738,2.335126,1.460402,0.930379,2.390781,0.0,0.0,0.0,0.137226,0.145036,0.282262,0.0,0.0,0.0,-0.016335,0.016063,-0.000271,2993.355427,1450.819972,4444.175399000002,-7293.650785,-90.21089,-7203.439895,230.681445,230.681445,0.0,-79.348345,-79.348345,0.0,911.054649,945.049433,-33.994784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,150,-1804.692625,True,7.4953999999999986e-06,-4.423965,-8.130899000000001,-4.423965,-8.130899000000001,0.435373,0.455428,60.0,-4.182845,-3.594818,-7.777663,-0.045316,-0.057698,0.14784,0.110505,-0.8221459999999999,-0.665329,-1.487475,6.031504,5.8141370000000006,5.950922,5.866233,7.457358,6.031412,5.8114019999999975,5.949862,5.863522,7.457358,0.254182,0.270562,0.260045,0.254869,0.268308,0.259677,0.0,0.0,0.0,17.498338,10.384591,27.88293,17.545098,10.288415,27.833513,0.0,0.0,0.0,1.202458,0.768753,1.971211,1.226259,0.7873829999999999,2.013642,0.0,0.0,0.0,0.035296,0.085461,0.120757,0.0,0.0,0.0,-0.033929,-0.000796,-0.034725,3037.5035620000012,1444.3013970000006,4481.804959,-7339.159014,-93.995311,-7245.163704,231.819628,231.819628,0.0,-78.813436,-78.813436,0.0,908.920376,942.839248,-33.918872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,152,-1813.204307,True,9.7424e-06,-4.229285,-8.470922,-4.229285,-8.470922,0.44678,0.46524,60.0,-4.453458,-3.772077,-8.225535,-0.044822,-0.057382,0.12959,0.106474,-0.799683,-0.6668890000000001,-1.466572,6.052413,5.825106,5.968889,5.876886,7.478016,6.052236,5.8218809999999985,5.9676050000000025,5.873689,7.478016,0.24985,0.265805,0.255502,0.25043000000000004,0.263092,0.254912,0.0,0.0,0.0,17.550548000000006,10.240569,27.791117,17.590234,10.124797,27.715031,0.0,0.0,0.0,0.937989,0.616102,1.554091,0.953718,0.625687,1.579405,0.0,0.0,0.0,-0.060239,0.02824,-0.031999,0.0,0.0,0.0,-0.03954,-0.012487,-0.052026,3080.926836,1437.391077,4518.317913,-7383.597774,-97.813236,-7285.784539,232.821166,232.821166,0.0,-77.92276899999997,-77.92276899999997,0.0,906.869264,940.711817,-33.842553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
